TREE,FEMALE,MALE,CROSS,SITE,BLOCK,density
1A11,590,626,590626,1,1,424.9
1A12,590,626,590626,1,1,414.5
1A13,590,626,590626,1,1,394.3
1A14,590,626,590626,1,1,352.4
1A15,590,626,590626,1,1,438.8
1A16,590,626,590626,1,1,407.4
1B11,590,634,590634,1,1,387.8
1B12,590,634,590634,1,1,409.5
1B13,590,634,590634,1,1,408.4
1B14,590,634,590634,1,1,386.2
1B15,590,634,590634,1,1,393.5
1C12,590,652,590652,1,1,406.0
1C13,590,652,590652,1,1,386.0
1C14,590,652,590652,1,1,414.5
1C15,590,652,590652,1,1,411.1
1C16,590,652,590652,1,1,394.4
1D12,612,590,612590,1,1,398.6
1D13,612,590,612590,1,1,380.1
1D15,612,590,612590,1,1,422.4
1D16,612,590,612590,1,1,382.6
1E11,612,634,612634,1,1,435.2
1E13,612,634,612634,1,1,423.0
1E14,612,634,612634,1,1,431.6
1E16,612,634,612634,1,1,364.4
1F11,612,652,612652,1,1,406.1
1F12,612,652,612652,1,1,398.9
1F13,612,652,612652,1,1,414.6
1F14,612,652,612652,1,1,399.1
1F15,612,652,612652,1,1,423.2
1F16,612,652,612652,1,1,408.2
1G12,626,634,626634,1,1,414.5
1G13,626,634,626634,1,1,400.8
1G14,626,634,626634,1,1,386.7
1G15,626,634,626634,1,1,394.9
1G16,626,634,626634,1,1,392.8
1H11,649,590,649590,1,1,438.6
1H12,649,590,649590,1,1,429.8
1H14,649,590,649590,1,1,438.5
1H15,649,590,649590,1,1,448.7
1H16,649,590,649590,1,1,410.5
1I11,649,612,649612,1,1,405.1
1I12,649,612,649612,1,1,426.3
1I13,649,612,649612,1,1,446.7
1I14,649,612,649612,1,1,430.3
1I15,649,612,649612,1,1,401.9
1J11,649,626,649626,1,1,403.7
1J12,649,626,649626,1,1,417.1
1J13,649,626,649626,1,1,435.2
1J14,649,626,649626,1,1,378.5
1J16,649,626,649626,1,1,403.6
1K11,649,634,649634,1,1,413.3
1K12,649,634,649634,1,1,416.7
1K13,649,634,649634,1,1,444.1
1K14,649,634,649634,1,1,422.0
1K15,649,634,649634,1,1,429.2
1L11,649,652,649652,1,1,458.0
1L12,649,652,649652,1,1,410.7
1L14,649,652,649652,1,1,423.7
1L15,649,652,649652,1,1,418.8
1M11,652,626,652626,1,1,441.3
1M12,652,626,652626,1,1,367.6
1M15,652,626,652626,1,1,431.3
1N11,652,634,652634,1,1,385.8
1N12,652,634,652634,1,1,398.8
1N13,652,634,652634,1,1,407.3
1N14,652,634,652634,1,1,393.9
1N15,652,634,652634,1,1,397.8
1A21,590,626,590626,1,2,403.2
1A22,590,626,590626,1,2,404.7
1A23,590,626,590626,1,2,415.9
1A24,590,626,590626,1,2,409.1
1B23,590,634,590634,1,2,362.8
1B24,590,634,590634,1,2,370.3
1B26,590,634,590634,1,2,399.5
1C21,590,652,590652,1,2,406.0
1C22,590,652,590652,1,2,419.5
1C23,590,652,590652,1,2,415.4
1C25,590,652,590652,1,2,414.5
1C26,590,652,590652,1,2,436.2
1D21,612,590,612590,1,2,416.9
1D22,612,590,612590,1,2,407.7
1D23,612,590,612590,1,2,418.6
1D24,612,590,612590,1,2,394.1
1D25,612,590,612590,1,2,416.5
1E21,612,634,612634,1,2,397.1
1E23,612,634,612634,1,2,508.4
1E25,612,634,612634,1,2,392.4
1E26,612,634,612634,1,2,421.4
1F21,612,652,612652,1,2,400.2
1F23,612,652,612652,1,2,420.9
1F24,612,652,612652,1,2,411.8
1F25,612,652,612652,1,2,428.5
1F26,612,652,612652,1,2,400.7
1G21,626,634,626634,1,2,404.7
1G22,626,634,626634,1,2,365.4
1G23,626,634,626634,1,2,384.5
1G24,626,634,626634,1,2,384.2
1G25,626,634,626634,1,2,421.4
1G26,626,634,626634,1,2,404.8
1H21,649,590,649590,1,2,413.7
1H22,649,590,649590,1,2,468.5
1H23,649,590,649590,1,2,443.4
1H24,649,590,649590,1,2,454.2
1H25,649,590,649590,1,2,447.8
1I21,649,612,649612,1,2,447.8
1I22,649,612,649612,1,2,419.9
1I23,649,612,649612,1,2,403.2
1I24,649,612,649612,1,2,445.8
1I25,649,612,649612,1,2,425.7
1I26,649,612,649612,1,2,414.4
1J21,649,626,649626,1,2,415.6
1J22,649,626,649626,1,2,438.1
1J24,649,626,649626,1,2,430.6
1K21,649,634,649634,1,2,399.0
1K22,649,634,649634,1,2,423.4
1K24,649,634,649634,1,2,407.5
1K25,649,634,649634,1,2,383.1
1K26,649,634,649634,1,2,358.2
1L21,649,652,649652,1,2,435.8
1L23,649,652,649652,1,2,408.8
1L24,649,652,649652,1,2,432.6
1L25,649,652,649652,1,2,431.7
1L26,649,652,649652,1,2,395.6
1M21,652,626,652626,1,2,372.9
1M22,652,626,652626,1,2,420.0
1M23,652,626,652626,1,2,397.4
1M24,652,626,652626,1,2,378.5
1M25,652,626,652626,1,2,421.8
1N24,652,634,652634,1,2,404.3
1N25,652,634,652634,1,2,403.3
1N26,652,634,652634,1,2,387.7
1A31,590,626,590626,1,3,367.1
1A33,590,626,590626,1,3,408.1
1A34,590,626,590626,1,3,379.2
1B31,590,634,590634,1,3,385.2
1B32,590,634,590634,1,3,403.9
1B33,590,634,590634,1,3,384.6
1B36,590,634,590634,1,3,403.3
1C31,590,652,590652,1,3,385.4
1C32,590,652,590652,1,3,412.2
1C33,590,652,590652,1,3,391.5
1C34,590,652,590652,1,3,382.0
1C35,590,652,590652,1,3,419.7
1D31,612,590,612590,1,3,378.1
1D32,612,590,612590,1,3,430.6
1D33,612,590,612590,1,3,436.7
1D34,612,590,612590,1,3,430.7
1D35,612,590,612590,1,3,409.5
1D36,612,590,612590,1,3,409.9
1E31,612,634,612634,1,3,408.0
1E32,612,634,612634,1,3,386.0
1E33,612,634,612634,1,3,452.5
1E34,612,634,612634,1,3,410.4
1E35,612,634,612634,1,3,390.4
1E36,612,634,612634,1,3,424.7
1F31,612,652,612652,1,3,407.0
1F32,612,652,612652,1,3,427.0
1F33,612,652,612652,1,3,416.5
1F34,612,652,612652,1,3,400.9
1F35,612,652,612652,1,3,416.1
1F36,612,652,612652,1,3,439.6
1G32,626,634,626634,1,3,362.4
1G34,626,634,626634,1,3,404.3
1G35,626,634,626634,1,3,372.9
1G36,626,634,626634,1,3,395.3
1H31,649,590,649590,1,3,379.3
1H32,649,590,649590,1,3,457.5
1H35,649,590,649590,1,3,407.1
1H36,649,590,649590,1,3,424.1
1I31,649,612,649612,1,3,432.7
1I32,649,612,649612,1,3,421.9
1I33,649,612,649612,1,3,415.4
1I34,649,612,649612,1,3,429.1
1I35,649,612,649612,1,3,418.6
1I36,649,612,649612,1,3,443.9
1J31,649,626,649626,1,3,411.1
1J32,649,626,649626,1,3,426.5
1K32,649,634,649634,1,3,418.2
1K33,649,634,649634,1,3,448.8
1K34,649,634,649634,1,3,370.3
1K35,649,634,649634,1,3,401.5
1K36,649,634,649634,1,3,371.0
1L31,649,652,649652,1,3,413.9
1L32,649,652,649652,1,3,455.6
1L33,649,652,649652,1,3,423.9
1L34,649,652,649652,1,3,453.6
1L36,649,652,649652,1,3,409.0
1M32,652,626,652626,1,3,389.6
1M33,652,626,652626,1,3,392.0
1M34,652,626,652626,1,3,468.7
1M35,652,626,652626,1,3,333.6
1N31,652,634,652634,1,3,389.2
1N32,652,634,652634,1,3,395.2
1N33,652,634,652634,1,3,390.9
1A41,590,626,590626,1,4,387.2
1A42,590,626,590626,1,4,415.4
1A43,590,626,590626,1,4,381.3
1A44,590,626,590626,1,4,405.6
1A45,590,626,590626,1,4,375.6
1A46,590,626,590626,1,4,346.8
1B41,590,634,590634,1,4,391.4
1B42,590,634,590634,1,4,366.4
1B43,590,634,590634,1,4,400.9
1B44,590,634,590634,1,4,422.0
1B45,590,634,590634,1,4,405.0
1B46,590,634,590634,1,4,429.2
1C41,590,652,590652,1,4,432.0
1C42,590,652,590652,1,4,411.0
1C43,590,652,590652,1,4,409.8
1C44,590,652,590652,1,4,384.3
1C45,590,652,590652,1,4,356.6
1C46,590,652,590652,1,4,401.3
1D41,612,590,612590,1,4,403.8
1D42,612,590,612590,1,4,437.8
1D43,612,590,612590,1,4,392.8
1D44,612,590,612590,1,4,428.3
1D45,612,590,612590,1,4,404.7
1D46,612,590,612590,1,4,430.1
1E41,612,634,612634,1,4,394.2
1E42,612,634,612634,1,4,445.3
1E43,612,634,612634,1,4,417.9
1E44,612,634,612634,1,4,399.3
1E45,612,634,612634,1,4,423.9
1F41,612,652,612652,1,4,404.8
1F42,612,652,612652,1,4,421.5
1F44,612,652,612652,1,4,443.1
1F46,612,652,612652,1,4,383.3
1G41,626,634,626634,1,4,385.8
1G42,626,634,626634,1,4,405.3
1G45,626,634,626634,1,4,392.2
1G46,626,634,626634,1,4,416.1
1H41,649,590,649590,1,4,431.4
1H42,649,590,649590,1,4,372.2
1H44,649,590,649590,1,4,444.3
1H45,649,590,649590,1,4,426.0
1H46,649,590,649590,1,4,453.2
1I41,649,612,649612,1,4,457.1
1I42,649,612,649612,1,4,407.7
1I43,649,612,649612,1,4,408.1
1I46,649,612,649612,1,4,372.0
1J41,649,626,649626,1,4,446.0
1J42,649,626,649626,1,4,410.3
1J46,649,626,649626,1,4,401.3
1K42,649,634,649634,1,4,382.2
1K43,649,634,649634,1,4,393.7
1K45,649,634,649634,1,4,353.5
1L42,649,652,649652,1,4,425.0
1L44,649,652,649652,1,4,426.5
1L45,649,652,649652,1,4,406.6
1M42,652,626,652626,1,4,411.2
1M44,652,626,652626,1,4,438.3
1M46,652,626,652626,1,4,398.5
1N41,652,634,652634,1,4,401.0
1N43,652,634,652634,1,4,374.1
1N44,652,634,652634,1,4,328.5
1N45,652,634,652634,1,4,409.4
1N46,652,634,652634,1,4,372.6
1A52,590,626,590626,1,5,433.1
1A53,590,626,590626,1,5,420.1
1A54,590,626,590626,1,5,372.1
1A55,590,626,590626,1,5,428.7
1A56,590,626,590626,1,5,431.4
1B51,590,634,590634,1,5,384.6
1B52,590,634,590634,1,5,377.5
1B54,590,634,590634,1,5,398.7
1C51,590,652,590652,1,5,404.9
1C52,590,652,590652,1,5,430.6
1C53,590,652,590652,1,5,397.6
1C54,590,652,590652,1,5,410.3
1C56,590,652,590652,1,5,422.0
1D51,612,590,612590,1,5,434.3
1D52,612,590,612590,1,5,401.3
1D53,612,590,612590,1,5,428.7
1D54,612,590,612590,1,5,386.3
1D55,612,590,612590,1,5,403.9
1D56,612,590,612590,1,5,415.8
1E51,612,634,612634,1,5,393.5
1E52,612,634,612634,1,5,384.0
1E53,612,634,612634,1,5,428.6
1E54,612,634,612634,1,5,412.5
1E55,612,634,612634,1,5,401.1
1E56,612,634,612634,1,5,486.2
1F51,612,652,612652,1,5,424.3
1F52,612,652,612652,1,5,402.2
1F53,612,652,612652,1,5,443.7
1F54,612,652,612652,1,5,384.4
1F55,612,652,612652,1,5,424.2
1F56,612,652,612652,1,5,405.4
1G51,626,634,626634,1,5,383.8
1G52,626,634,626634,1,5,381.2
1G53,626,634,626634,1,5,383.4
1G54,626,634,626634,1,5,397.6
1G55,626,634,626634,1,5,360.5
1G56,626,634,626634,1,5,399.6
1H51,649,590,649590,1,5,419.8
1H52,649,590,649590,1,5,391.8
1H53,649,590,649590,1,5,419.1
1H56,649,590,649590,1,5,434.5
1I51,649,612,649612,1,5,441.1
1I52,649,612,649612,1,5,433.4
1I53,649,612,649612,1,5,467.8
1I54,649,612,649612,1,5,427.6
1I55,649,612,649612,1,5,407.5
1I56,649,612,649612,1,5,443.7
1J51,649,626,649626,1,5,437.1
1J53,649,626,649626,1,5,436.8
1J55,649,626,649626,1,5,419.6
1J56,649,626,649626,1,5,395.0
1K51,649,634,649634,1,5,433.0
1K52,649,634,649634,1,5,439.5
1K54,649,634,649634,1,5,449.4
1K55,649,634,649634,1,5,410.2
1K56,649,634,649634,1,5,459.6
1L54,649,652,649652,1,5,436.8
1L55,649,652,649652,1,5,413.1
1M52,652,626,652626,1,5,395.9
1M53,652,626,652626,1,5,435.8
1M55,652,626,652626,1,5,373.4
1N51,652,634,652634,1,5,436.5
1N52,652,634,652634,1,5,413.5
1N53,652,634,652634,1,5,367.2
1N54,652,634,652634,1,5,423.2
1N55,652,634,652634,1,5,383.4
1A61,590,626,590626,1,6,374.1
1A62,590,626,590626,1,6,418.8
1A63,590,626,590626,1,6,435.5
1A64,590,626,590626,1,6,414.4
1A66,590,626,590626,1,6,422.0
1B61,590,634,590634,1,6,417.9
1B62,590,634,590634,1,6,441.6
1B63,590,634,590634,1,6,395.5
1B64,590,634,590634,1,6,425.2
1B65,590,634,590634,1,6,421.7
1B66,590,634,590634,1,6,413.7
1C61,590,652,590652,1,6,383.8
1C62,590,652,590652,1,6,418.4
1C63,590,652,590652,1,6,405.3
1C65,590,652,590652,1,6,432.5
1C66,590,652,590652,1,6,443.6
1D61,612,590,612590,1,6,429.7
1D63,612,590,612590,1,6,432.2
1D64,612,590,612590,1,6,389.0
1D65,612,590,612590,1,6,441.5
1E61,612,634,612634,1,6,402.2
1E62,612,634,612634,1,6,425.9
1E63,612,634,612634,1,6,354.6
1E64,612,634,612634,1,6,418.5
1E65,612,634,612634,1,6,427.5
1E66,612,634,612634,1,6,431.4
1F61,612,652,612652,1,6,398.7
1F62,612,652,612652,1,6,422.5
1F63,612,652,612652,1,6,444.7
1F64,612,652,612652,1,6,397.2
1F65,612,652,612652,1,6,433.4
1F66,612,652,612652,1,6,390.6
1G61,626,634,626634,1,6,417.0
1G62,626,634,626634,1,6,405.5
1G63,626,634,626634,1,6,361.7
1G64,626,634,626634,1,6,403.3
1G65,626,634,626634,1,6,381.9
1G66,626,634,626634,1,6,372.1
1H63,649,590,649590,1,6,412.5
1H66,649,590,649590,1,6,380.5
1I61,649,612,649612,1,6,414.8
1I62,649,612,649612,1,6,403.8
1I63,649,612,649612,1,6,459.9
1I64,649,612,649612,1,6,443.0
1I65,649,612,649612,1,6,437.2
1J62,649,626,649626,1,6,442.6
1J63,649,626,649626,1,6,372.3
1J66,649,626,649626,1,6,
1K61,649,634,649634,1,6,401.7
1K62,649,634,649634,1,6,441.4
1K64,649,634,649634,1,6,435.3
1K65,649,634,649634,1,6,413.8
1L61,649,652,649652,1,6,400.7
1L63,649,652,649652,1,6,414.5
1L64,649,652,649652,1,6,395.1
1L65,649,652,649652,1,6,450.6
1L66,649,652,649652,1,6,417.9
1M61,652,626,652626,1,6,388.1
1M62,652,626,652626,1,6,411.4
1M63,652,626,652626,1,6,358.5
1M64,652,626,652626,1,6,422.0
1M65,652,626,652626,1,6,378.2
1M66,652,626,652626,1,6,396.4
1N61,652,634,652634,1,6,383.7
1N62,652,634,652634,1,6,399.1
1N63,652,634,652634,1,6,394.2
1N64,652,634,652634,1,6,406.2
2B11,590,634,590634,2,1,392.7
2B13,590,634,590634,2,1,381.5
2C12,590,652,590652,2,1,399.2
2C13,590,652,590652,2,1,411.3
2C14,590,652,590652,2,1,406.4
2C15,590,652,590652,2,1,401.1
2D11,612,590,612590,2,1,437.5
2D12,612,590,612590,2,1,397.6
2D13,612,590,612590,2,1,410.1
2D14,612,590,612590,2,1,408.2
2E11,612,634,612634,2,1,385.6
2E13,612,634,612634,2,1,405.8
2E14,612,634,612634,2,1,410.7
2E16,612,634,612634,2,1,388.9
2F11,612,652,612652,2,1,420.3
2F13,612,652,612652,2,1,432.1
2F14,612,652,612652,2,1,392.9
2F16,612,652,612652,2,1,417.0
2G11,626,634,626634,2,1,451.1
2G12,626,634,626634,2,1,392.9
2G13,626,634,626634,2,1,382.4
2G14,626,634,626634,2,1,427.1
2G15,626,634,626634,2,1,392.6
2I11,649,612,649612,2,1,431.7
2I14,649,612,649612,2,1,413.3
2J12,649,626,649626,2,1,406.1
2J13,649,626,649626,2,1,396.2
2J14,649,626,649626,2,1,436.3
2J15,649,626,649626,2,1,417.8
2J16,649,626,649626,2,1,424.5
2K11,649,634,649634,2,1,449.4
2K12,649,634,649634,2,1,458.8
2K13,649,634,649634,2,1,447.1
2K14,649,634,649634,2,1,463.8
2K15,649,634,649634,2,1,444.6
2K16,649,634,649634,2,1,436.1
2L11,649,652,649652,2,1,446.3
2L12,649,652,649652,2,1,425.7
2L13,649,652,649652,2,1,409.6
2L15,649,652,649652,2,1,453.5
2M12,652,626,652626,2,1,439.4
2M13,652,626,652626,2,1,379.4
2M14,652,626,652626,2,1,376.4
2M16,652,626,652626,2,1,385.7
2N12,652,634,652634,2,1,381.8
2N14,652,634,652634,2,1,428.3
2N15,652,634,652634,2,1,379.5
2N16,652,634,652634,2,1,357.2
2A23,590,626,590626,2,2,389.0
2A24,590,626,590626,2,2,411.5
2A25,590,626,590626,2,2,402.8
2B21,590,634,590634,2,2,371.8
2B22,590,634,590634,2,2,376.7
2B23,590,634,590634,2,2,407.1
2B24,590,634,590634,2,2,377.9
2C21,590,652,590652,2,2,379.8
2C22,590,652,590652,2,2,385.1
2C23,590,652,590652,2,2,378.5
2C25,590,652,590652,2,2,388.6
2D21,612,590,612590,2,2,390.5
2D26,612,590,612590,2,2,384.0
2E21,612,634,612634,2,2,384.2
2E22,612,634,612634,2,2,387.2
2E23,612,634,612634,2,2,431.0
2E24,612,634,612634,2,2,394.6
2E25,612,634,612634,2,2,356.9
2E26,612,634,612634,2,2,395.3
2F21,612,652,612652,2,2,407.2
2F23,612,652,612652,2,2,390.8
2F24,612,652,612652,2,2,388.4
2F25,612,652,612652,2,2,421.0
2F26,612,652,612652,2,2,389.4
2G23,626,634,626634,2,2,369.5
2G25,626,634,626634,2,2,338.7
2G26,626,634,626634,2,2,373.2
2H21,649,590,649590,2,2,426.7
2H22,649,590,649590,2,2,390.9
2H23,649,590,649590,2,2,426.6
2H25,649,590,649590,2,2,403.9
2H26,649,590,649590,2,2,420.5
2I23,649,612,649612,2,2,422.9
2I24,649,612,649612,2,2,397.3
2I26,649,612,649612,2,2,431.1
2J23,649,626,649626,2,2,395.1
2J24,649,626,649626,2,2,410.4
2J25,649,626,649626,2,2,402.5
2K21,649,634,649634,2,2,466.4
2K22,649,634,649634,2,2,358.0
2K23,649,634,649634,2,2,399.3
2K24,649,634,649634,2,2,408.8
2K25,649,634,649634,2,2,403.5
2K26,649,634,649634,2,2,424.4
2L21,649,652,649652,2,2,391.8
2L23,649,652,649652,2,2,423.3
2L24,649,652,649652,2,2,413.3
2L26,649,652,649652,2,2,422.0
2M21,652,626,652626,2,2,373.4
2M22,652,626,652626,2,2,373.3
2M23,652,626,652626,2,2,401.6
2M24,652,626,652626,2,2,392.4
2M25,652,626,652626,2,2,376.5
2M26,652,626,652626,2,2,380.3
2N21,652,634,652634,2,2,389.8
2N22,652,634,652634,2,2,362.1
2N23,652,634,652634,2,2,370.4
2N24,652,634,652634,2,2,373.9
2N25,652,634,652634,2,2,398.9
2A31,590,626,590626,2,3,363.9
2A32,590,626,590626,2,3,397.2
2A34,590,626,590626,2,3,401.3
2A35,590,626,590626,2,3,372.8
2B31,590,634,590634,2,3,369.5
2B33,590,634,590634,2,3,373.7
2B34,590,634,590634,2,3,384.0
2C31,590,652,590652,2,3,367.7
2C32,590,652,590652,2,3,347.6
2C34,590,652,590652,2,3,408.2
2C35,590,652,590652,2,3,418.1
2C36,590,652,590652,2,3,406.8
2D31,612,590,612590,2,3,388.8
2D32,612,590,612590,2,3,373.7
2D33,612,590,612590,2,3,381.3
2D35,612,590,612590,2,3,423.3
2D36,612,590,612590,2,3,404.8
2E31,612,634,612634,2,3,385.1
2E33,612,634,612634,2,3,377.2
2E34,612,634,612634,2,3,405.0
2E36,612,634,612634,2,3,384.6
2F31,612,652,612652,2,3,372.5
2F32,612,652,612652,2,3,371.7
2F33,612,652,612652,2,3,385.9
2F34,612,652,612652,2,3,404.7
2F35,612,652,612652,2,3,370.9
2F36,612,652,612652,2,3,394.8
2G35,626,634,626634,2,3,376.0
2G36,626,634,626634,2,3,383.2
2H31,649,590,649590,2,3,406.9
2H32,649,590,649590,2,3,429.6
2H34,649,590,649590,2,3,390.9
2H35,649,590,649590,2,3,399.8
2H36,649,590,649590,2,3,454.7
2I31,649,612,649612,2,3,409.6
2I32,649,612,649612,2,3,429.5
2I33,649,612,649612,2,3,404.5
2I34,649,612,649612,2,3,396.5
2I35,649,612,649612,2,3,406.4
2I36,649,612,649612,2,3,428.9
2J31,649,626,649626,2,3,397.0
2J32,649,626,649626,2,3,405.1
2J33,649,626,649626,2,3,386.6
2J34,649,626,649626,2,3,400.4
2J35,649,626,649626,2,3,422.5
2K31,649,634,649634,2,3,407.3
2K32,649,634,649634,2,3,391.4
2K34,649,634,649634,2,3,389.9
2K35,649,634,649634,2,3,370.8
2K36,649,634,649634,2,3,390.8
2L32,649,652,649652,2,3,417.5
2L34,649,652,649652,2,3,427.6
2L36,649,652,649652,2,3,371.4
2M31,652,626,652626,2,3,388.4
2M32,652,626,652626,2,3,385.3
2M34,652,626,652626,2,3,398.1
2N31,652,634,652634,2,3,407.4
2N32,652,634,652634,2,3,410.6
2N33,652,634,652634,2,3,399.5
2N35,652,634,652634,2,3,379.3
2N36,652,634,652634,2,3,383.9
2A41,590,626,590626,2,4,374.2
2A42,590,626,590626,2,4,385.8
2A45,590,626,590626,2,4,375.9
2B41,590,634,590634,2,4,339.2
2B42,590,634,590634,2,4,357.8
2B44,590,634,590634,2,4,357.7
2B45,590,634,590634,2,4,416.3
2B46,590,634,590634,2,4,405.9
2C41,590,652,590652,2,4,386.6
2C42,590,652,590652,2,4,402.9
2C43,590,652,590652,2,4,416.7
2C44,590,652,590652,2,4,372.9
2C45,590,652,590652,2,4,360.8
2C46,590,652,590652,2,4,402.8
2D41,612,590,612590,2,4,350.6
2D42,612,590,612590,2,4,392.0
2D43,612,590,612590,2,4,365.7
2D44,612,590,612590,2,4,378.0
2D45,612,590,612590,2,4,386.1
2D46,612,590,612590,2,4,386.5
2E41,612,634,612634,2,4,361.2
2E43,612,634,612634,2,4,371.5
2E45,612,634,612634,2,4,360.0
2E46,612,634,612634,2,4,370.9
2F41,612,652,612652,2,4,358.7
2F42,612,652,612652,2,4,379.2
2F43,612,652,612652,2,4,397.9
2F44,612,652,612652,2,4,382.6
2F45,612,652,612652,2,4,429.3
2G41,626,634,626634,2,4,361.2
2G44,626,634,626634,2,4,369.1
2G46,626,634,626634,2,4,351.1
2H42,649,590,649590,2,4,399.4
2H46,649,590,649590,2,4,397.1
2I41,649,612,649612,2,4,403.0
2I43,649,612,649612,2,4,406.1
2I44,649,612,649612,2,4,403.3
2I45,649,612,649612,2,4,406.6
2I46,649,612,649612,2,4,398.6
2J41,649,626,649626,2,4,397.0
2J43,649,626,649626,2,4,434.9
2J44,649,626,649626,2,4,380.7
2J45,649,626,649626,2,4,403.4
2J46,649,626,649626,2,4,419.4
2K41,649,634,649634,2,4,385.6
2K42,649,634,649634,2,4,388.0
2K43,649,634,649634,2,4,406.7
2K44,649,634,649634,2,4,409.2
2K45,649,634,649634,2,4,412.0
2K46,649,634,649634,2,4,403.1
2L41,649,652,649652,2,4,416.5
2L42,649,652,649652,2,4,428.6
2L44,649,652,649652,2,4,380.9
2L45,649,652,649652,2,4,423.5
2M41,652,626,652626,2,4,384.2
2M42,652,626,652626,2,4,343.9
2M44,652,626,652626,2,4,373.4
2M45,652,626,652626,2,4,412.7
2N41,652,634,652634,2,4,390.2
2N42,652,634,652634,2,4,371.2
2N43,652,634,652634,2,4,357.1
2A52,590,626,590626,2,5,
2A54,590,626,590626,2,5,
2A55,590,626,590626,2,5,
2B51,590,634,590634,2,5,
2B55,590,634,590634,2,5,
2C53,590,652,590652,2,5,
2D51,612,590,612590,2,5,
2D52,612,590,612590,2,5,
2D53,612,590,612590,2,5,
2D56,612,590,612590,2,5,
2E52,612,634,612634,2,5,
2E54,612,634,612634,2,5,
2E55,612,634,612634,2,5,
2E56,612,634,612634,2,5,
2F51,612,652,612652,2,5,
2F52,612,652,612652,2,5,
2F53,612,652,612652,2,5,
2F55,612,652,612652,2,5,
2G51,626,634,626634,2,5,
2G52,626,634,626634,2,5,
2G53,626,634,626634,2,5,
2G54,626,634,626634,2,5,
2G55,626,634,626634,2,5,
2H53,649,590,649590,2,5,
2I56,649,612,649612,2,5,
2J54,649,626,649626,2,5,
2J55,649,626,649626,2,5,
2J56,649,626,649626,2,5,
2K51,649,634,649634,2,5,
2K53,649,634,649634,2,5,
2K55,649,634,649634,2,5,
2K56,649,634,649634,2,5,
2M54,652,626,652626,2,5,
2M55,652,626,652626,2,5,
2N51,652,634,652634,2,5,
2N52,652,634,652634,2,5,
2N53,652,634,652634,2,5,
2N54,652,634,652634,2,5,
2A61,590,626,590626,2,6,402.9
2A62,590,626,590626,2,6,432.9
2A65,590,626,590626,2,6,398.0
2A66,590,626,590626,2,6,418.7
2B61,590,634,590634,2,6,372.0
2B63,590,634,590634,2,6,383.9
2C62,590,652,590652,2,6,377.6
2C63,590,652,590652,2,6,372.2
2C64,590,652,590652,2,6,442.2
2C65,590,652,590652,2,6,363.7
2D61,612,590,612590,2,6,422.1
2D63,612,590,612590,2,6,410.3
2D65,612,590,612590,2,6,406.8
2D66,612,590,612590,2,6,407.6
2E62,612,634,612634,2,6,387.5
2E63,612,634,612634,2,6,313.9
2E65,612,634,612634,2,6,383.9
2F62,612,652,612652,2,6,346.4
2F63,612,652,612652,2,6,397.1
2F65,612,652,612652,2,6,331.7
2F66,612,652,612652,2,6,393.1
2G63,626,634,626634,2,6,372.2
2G64,626,634,626634,2,6,363.0
2G66,626,634,626634,2,6,369.9
2H61,649,590,649590,2,6,412.4
2H64,649,590,649590,2,6,419.1
2H65,649,590,649590,2,6,405.9
2H66,649,590,649590,2,6,458.9
2I61,649,612,649612,2,6,459.7
2I62,649,612,649612,2,6,443.4
2I63,649,612,649612,2,6,409.5
2I65,649,612,649612,2,6,409.0
2I66,649,612,649612,2,6,447.3
2J62,649,626,649626,2,6,418.4
2J66,649,626,649626,2,6,432.2
2K63,649,634,649634,2,6,402.7
2K64,649,634,649634,2,6,415.4
2K65,649,634,649634,2,6,430.3
2L61,649,652,649652,2,6,444.5
2L62,649,652,649652,2,6,430.5
2L63,649,652,649652,2,6,445.6
2L64,649,652,649652,2,6,438.4
2L65,649,652,649652,2,6,420.1
2L66,649,652,649652,2,6,436.1
2M61,652,626,652626,2,6,394.6
2M62,652,626,652626,2,6,418.1
2M64,652,626,652626,2,6,419.4
2M66,652,626,652626,2,6,388.3
2N61,652,634,652634,2,6,433.9
3A11,590,626,590626,3,1,370.8
3A12,590,626,590626,3,1,382.9
3A14,590,626,590626,3,1,410.9
3A15,590,626,590626,3,1,386.2
3A16,590,626,590626,3,1,388.4
3B11,590,634,590634,3,1,383.0
3B12,590,634,590634,3,1,387.8
3B13,590,634,590634,3,1,377.5
