Year,Progeny,female,male,cross,r,DTA,PltHt
2014,3029,171_4,171_7,171_4x171_7,1,84,255
2014,3030,164_4,166_11,164_4x166_11,1,75,215
2014,3031,166_9,169_6,166_9x169_6,1,71,230
2014,3032,171_6,167_1,167_1x171_6,-1,75,240
2014,3034,171_10,167_8,167_8x171_10,-1,69,260
2014,3035,171_4,171_7,171_4x171_7,1,75,250
2014,3037,166_9,164_1,164_1x166_9,-1,70,235
2014,3038,164_2,166_12,164_2x166_12,1,69,235
2014,3040,164_4,165_4,164_4x165_4,1,82,235
2014,3041,171_4,171_7,171_4x171_7,1,70,235
2014,3042,171_4,168_5,168_5x171_4,-1,79,235
2014,3044,164_14,164_1,164_1x164_14,-1,78,230
2014,3045,170_6,170_2,170_2x170_6,-1,86,255
2014,3047,164_4,166_11,164_4x166_11,1,75,255
2014,3049,167_5,164_1,164_1x167_5,-1,70,225
2014,3050,171_4,171_7,171_4x171_7,1,72,235
2014,3051,168_8,166_10,166_10x168_8,-1,76,250
2014,3052,170_2,170_6,170_2x170_6,1,84,280
2014,3053,169_11,170_4,169_11x170_4,1,70,250
2014,3054,170_11,170_2,170_11x170_2,1,80,260
2014,3056,171_6,165_10,165_10x171_6,-1,81,270
2014,3057,171_10,164_8,164_8x171_10,-1,69,230
2014,3059,166_9,164_1,164_1x166_9,-1,70,240
2014,3060,170_11,170_2,170_11x170_2,1,83,275
2014,3061,164_2,166_12,164_2x166_12,1,77,250
2014,3062,169_6,166_9,166_9x169_6,-1,NA,NA
2014,3064,166_10,169_7,166_10x169_7,1,72,255
2014,3065,168_5,171_7,168_5x171_7,1,75,235
2014,3066,168_5,171_7,168_5x171_7,1,73,235
2014,3067,171_6,165_10,165_10x171_6,-1,76,250
2014,3068,167_5,169_6,167_5x169_6,1,69,255
2014,3069,170_4,169_11,169_11x170_4,-1,75,260
2014,3070,164_4,165_4,164_4x165_4,1,81,275
2014,3073,171_10,164_8,164_8x171_10,-1,77,255
2014,3074,166_9,164_1,164_1x166_9,-1,73,240
2014,3077,170_4,171_13,170_4x171_13,1,75,240
2014,3078,170_6,170_11,170_11x170_6,-1,81,285
2014,3079,171_9,170_2,170_2x171_9,-1,84,235
2014,3080,164_14,164_1,164_1x164_14,-1,81,220
2014,3081,171_4,171_7,171_4x171_7,1,74,210
2014,3082,166_9,164_1,164_1x166_9,-1,69,200
2014,3083,164_4,167_3,164_4x167_3,1,85,235
2014,3086,164_4,167_3,164_4x167_3,1,83,225
2014,3087,170_6,171_3,170_6x171_3,1,83,260
2014,3089,169_11,171_13,169_11x171_13,1,85,235
2014,3090,170_1,171_11,170_1x171_11,1,80,240
2014,3091,166_9,164_1,164_1x166_9,-1,70,210
2014,3092,170_1,171_11,170_1x171_11,1,81,245
2014,3093,166_3,166_12,166_12x166_3,-1,77,220
2014,3094,167_5,164_1,164_1x167_5,-1,72,220
2014,3096,165_4,166_11,165_4x166_11,1,81,255
2014,3097,171_11,170_1,170_1x171_11,-1,77,235
2014,3099,164_1,169_6,164_1x169_6,1,75,210
2014,3102,170_4,171_5,170_4x171_5,1,70,225
2014,3103,165_7,166_8,165_7x166_8,1,NA,NA
2014,3104,167_5,164_1,164_1x167_5,-1,79,250
2014,3106,165_6,166_12,165_6x166_12,1,78,235
2014,3107,164_14,166_9,164_14x166_9,1,72,230
2014,3108,169_6,164_1,164_1x169_6,-1,85,250
2014,3110,167_12,168_2,167_12x168_2,1,82,220
2014,3111,171_5,171_13,171_13x171_5,-1,78,250
2014,3112,170_2,170_11,170_11x170_2,-1,82,260
2014,3114,164_11,167_1,164_11x167_1,1,81,220
2014,3115,171_5,170_7,170_7x171_5,-1,75,225
2014,3116,168_5,171_7,168_5x171_7,1,78,215
2014,3117,168_8,166_10,166_10x168_8,-1,80,205
2014,3118,167_8,164_8,164_8x167_8,-1,90,180
2014,3120,171_4,171_7,171_4x171_7,1,79,245
2014,3123,164_4,167_3,164_4x167_3,1,83,265
2014,3124,169_6,164_1,164_1x169_6,-1,68,200
2014,3125,164_14,164_1,164_1x164_14,-1,82,205
2014,3127,170_6,170_11,170_11x170_6,-1,81,255
2014,3131,166_9,164_14,164_14x166_9,-1,71,NA
2014,3134,170_6,170_2,170_2x170_6,-1,80,235
2014,3135,165_4,166_11,165_4x166_11,1,82,255
2014,3136,171_5,171_13,171_13x171_5,-1,67,245
2014,3137,164_2,166_12,164_2x166_12,1,81,240
2014,3139,167_5,164_1,164_1x167_5,-1,68,205
2014,3142,165_6,166_3,165_6x166_3,1,76,240
2014,3143,167_8,164_8,164_8x167_8,-1,75,235
2014,3145,169_6,166_9,166_9x169_6,-1,69,245
2014,3146,170_2,170_11,170_11x170_2,-1,84,255
2014,3147,164_2,166_12,164_2x166_12,1,70,210
2014,3148,167_5,164_1,164_1x167_5,-1,76,225
2014,3149,171_8,168_2,168_2x171_8,-1,78,230
2014,3150,165_4,166_11,165_4x166_11,1,77,255
2014,3151,171_4,171_7,171_4x171_7,1,86,260
2014,3152,170_11,170_2,170_11x170_2,1,86,235
2014,3153,171_6,170_13,170_13x171_6,-1,80,235
2014,3155,170_4,171_5,170_4x171_5,1,68,240
2014,3156,167_5,164_1,164_1x167_5,-1,75,245
2014,3158,164_2,166_12,164_2x166_12,1,78,230
2014,3159,164_14,164_1,164_1x164_14,-1,86,220
2014,3160,167_3,166_11,166_11x167_3,-1,74,270
2014,3161,171_6,165_10,165_10x171_6,-1,82,285
2014,3162,170_6,170_11,170_11x170_6,-1,83,260
2014,3163,170_6,170_2,170_2x170_6,-1,81,250
2014,3164,167_5,164_1,164_1x167_5,-1,76,235
2014,3166,164_1,166_9,164_1x166_9,1,76,230
2014,3167,167_3,165_4,165_4x167_3,-1,88,285
2014,3171,171_10,169_12,169_12x171_10,-1,70,195
2014,3172,164_8,171_10,164_8x171_10,1,79,225
2014,3173,164_11,167_1,164_11x167_1,1,84,210
2014,3174,170_4,171_13,170_4x171_13,1,71,230
2014,3176,164_4,165_4,164_4x165_4,1,88,235
2014,3177,171_8,167_12,167_12x171_8,-1,81,245
2014,3178,170_11,170_2,170_11x170_2,1,87,265
2014,3179,165_6,166_12,165_6x166_12,1,72,240
2014,3180,164_4,165_4,164_4x165_4,1,86,260
2014,3182,171_8,167_12,167_12x171_8,-1,82,235
2014,3183,165_7,166_10,165_7x166_10,1,72,240
2014,3186,170_7,170_4,170_4x170_7,-1,83,225
2014,3187,165_6,166_12,165_6x166_12,1,71,220
2014,3189,165_6,164_2,164_2x165_6,-1,69,225
2014,3191,171_13,171_5,171_13x171_5,1,77,250
2014,3192,164_1,166_9,164_1x166_9,1,96,130
2014,3194,171_6,167_1,167_1x171_6,-1,77,230
2014,3199,171_5,171_13,171_13x171_5,-1,76,230
2014,3202,170_7,171_5,170_7x171_5,1,76,245
2014,3204,170_4,171_13,170_4x171_13,1,70,225
2014,3205,170_2,170_6,170_2x170_6,1,83,230
2014,3207,171_11,167_6,167_6x171_11,-1,73,210
2014,3208,166_12,166_3,166_12x166_3,1,68,190
2014,3213,171_4,171_7,171_4x171_7,1,79,235
2014,3214,164_4,166_11,164_4x166_11,1,86,245
2014,3215,168_5,171_7,168_5x171_7,1,77,200
2014,3216,164_2,166_12,164_2x166_12,1,82,200
2014,3217,171_4,168_5,168_5x171_4,-1,79,210
2014,3218,164_2,166_12,164_2x166_12,1,73,220
2014,3219,167_3,166_11,166_11x167_3,-1,85,200
2014,3221,167_5,164_1,164_1x167_5,-1,82,220
2014,3222,166_9,164_1,164_1x166_9,-1,80,225
2014,3224,164_11,171_6,164_11x171_6,1,75,200
2014,3226,171_6,165_10,165_10x171_6,-1,87,235
2014,3228,167_5,166_9,166_9x167_5,-1,79,210
2014,3232,171_5,169_11,169_11x171_5,-1,NA,NA
2014,3234,164_11,167_1,164_11x167_1,1,83,205
2014,3238,171_4,171_7,171_4x171_7,1,82,215
2014,3239,166_9,164_1,164_1x166_9,-1,72,220
2014,3240,170_11,170_2,170_11x170_2,1,85,240
2014,3241,169_6,166_9,166_9x169_6,-1,88,215
2014,3242,166_3,166_12,166_12x166_3,-1,69,200
2014,3243,170_12,167_13,167_13x170_12,-1,75,255
2014,3245,171_5,170_7,170_7x171_5,-1,81,230
2014,3246,170_11,170_2,170_11x170_2,1,81,250
2014,3247,171_8,167_13,167_13x171_8,-1,75,225
2014,3248,164_14,164_1,164_1x164_14,-1,77,230
2014,3249,171_9,170_2,170_2x171_9,-1,85,230
2014,3250,170_11,171_3,170_11x171_3,1,83,270
2014,3254,165_4,166_11,165_4x166_11,1,75,240
2014,3255,170_1,165_5,165_5x170_1,-1,79,250
2014,3256,171_9,170_2,170_2x171_9,-1,82,265
2014,3257,171_4,171_7,171_4x171_7,1,81,255
2014,3258,164_8,167_8,164_8x167_8,1,81,260
2014,3260,164_2,166_3,164_2x166_3,1,78,250
2014,3262,167_5,166_9,166_9x167_5,-1,70,235
2014,3263,167_3,166_11,166_11x167_3,-1,75,240
2014,3265,164_2,166_12,164_2x166_12,1,69,230
2014,3266,171_8,168_2,168_2x171_8,-1,77,235
2014,3267,170_11,170_2,170_11x170_2,1,83,265
2014,3268,164_1,166_9,164_1x166_9,1,69,210
2014,3269,164_11,167_1,164_11x167_1,1,75,220
2014,3270,170_12,167_12,167_12x170_12,-1,77,250
2014,3271,171_11,167_6,167_6x171_11,-1,79,235
2014,3272,169_11,171_13,169_11x171_13,1,78,275
2014,3276,166_9,169_6,166_9x169_6,1,75,240
2014,3277,164_11,167_1,164_11x167_1,1,79,245
2014,3278,171_11,170_1,170_1x171_11,-1,78,235
2014,3279,164_8,167_8,164_8x167_8,1,80,245
2014,3280,171_6,165_10,165_10x171_6,-1,85,235
2014,3283,164_2,166_12,164_2x166_12,1,81,225
2014,3284,167_5,164_14,164_14x167_5,-1,71,NA
2014,3285,171_11,167_9,167_9x171_11,-1,78,230
2014,3292,166_9,164_1,164_1x166_9,-1,74,210
2014,3293,171_4,171_7,171_4x171_7,1,82,NA
2014,3294,166_9,164_14,164_14x166_9,-1,71,210
2014,3295,170_11,170_6,170_11x170_6,1,94,235
2014,3296,165_4,166_11,165_4x166_11,1,82,220
2014,3297,169_6,164_1,164_1x169_6,-1,77,210
2014,3298,166_9,164_14,164_14x166_9,-1,76,205
2014,3299,169_11,171_5,169_11x171_5,1,82,240
2014,3302,167_3,166_11,166_11x167_3,-1,77,230
2014,3303,169_6,166_9,166_9x169_6,-1,75,220
2014,3304,166_12,166_3,166_12x166_3,1,76,225
2014,3305,168_5,171_7,168_5x171_7,1,81,210
2014,3306,164_14,166_9,164_14x166_9,1,69,230
2014,3307,166_9,164_14,164_14x166_9,-1,74,245
2014,3310,170_6,170_2,170_2x170_6,-1,87,260
2014,3311,166_3,164_2,164_2x166_3,-1,73,230
2014,3313,165_4,166_11,165_4x166_11,1,85,230
2014,3315,171_8,168_2,168_2x171_8,-1,72,235
2014,3319,164_1,164_14,164_1x164_14,1,81,240
2014,3322,166_10,165_7,165_7x166_10,-1,81,260
2014,3325,164_14,164_1,164_1x164_14,-1,88,235
2014,3329,170_6,170_2,170_2x170_6,-1,84,280
2014,3330,171_6,167_1,167_1x171_6,-1,79,245
2014,3332,167_8,164_8,164_8x167_8,-1,75,255
2014,3334,171_8,170_12,170_12x171_8,-1,85,260
2014,3337,167_5,164_1,164_1x167_5,-1,79,235
2014,3338,169_11,170_7,169_11x170_7,1,78,240
2014,3339,171_4,171_7,171_4x171_7,1,85,235
2014,3340,167_8,164_8,164_8x167_8,-1,79,NA
2014,3341,170_11,170_2,170_11x170_2,1,80,255
2014,3343,164_8,171_10,164_8x171_10,1,80,225
2014,3344,171_11,167_9,167_9x171_11,-1,79,260
2014,3346,170_4,169_11,169_11x170_4,-1,73,260
2014,3348,164_4,166_11,164_4x166_11,1,79,250
2014,3349,164_4,166_11,164_4x166_11,1,85,245
2014,3350,165_6,166_12,165_6x166_12,1,78,225
2014,3351,168_5,171_4,168_5x171_4,1,79,235
2014,3354,164_4,167_3,164_4x167_3,1,83,235
2014,3357,165_4,167_3,165_4x167_3,1,85,245
2014,3358,164_14,164_1,164_1x164_14,-1,81,255
2014,3359,165_4,166_11,165_4x166_11,1,79,270
2014,3361,164_8,171_10,164_8x171_10,1,81,265
2014,3362,171_6,167_1,167_1x171_6,-1,81,245
2014,3363,171_5,170_7,170_7x171_5,-1,80,NA
2014,3366,169_6,164_1,164_1x169_6,-1,70,205
2014,3368,164_4,167_3,164_4x167_3,1,88,NA
2014,3370,169_11,171_5,169_11x171_5,1,84,225
2014,3371,170_1,167_6,167_6x170_1,-1,84,270
2014,3373,164_11,170_13,164_11x170_13,1,82,210
2014,3374,165_4,166_11,165_4x166_11,1,78,225
2014,3375,171_8,168_2,168_2x171_8,-1,NA,210
2014,3376,164_14,166_9,164_14x166_9,1,76,225
2014,3379,170_2,170_11,170_11x170_2,-1,82,250
2014,3380,170_4,171_5,170_4x171_5,1,82,245
2014,3381,164_8,171_10,164_8x171_10,1,76,235
2014,3385,164_4,165_4,164_4x165_4,1,82,235
2014,3386,168_5,171_7,168_5x171_7,1,78,220
2014,3387,167_5,164_14,164_14x167_5,-1,NA,NA
2014,3388,164_11,171_6,164_11x171_6,1,80,220
2014,3389,164_14,164_1,164_1x164_14,-1,84,235
2014,3390,170_11,170_2,170_11x170_2,1,84,255
2014,3391,171_4,171_7,171_4x171_7,1,82,255
2014,3392,164_4,166_11,164_4x166_11,1,75,220
2014,3396,171_5,170_7,170_7x171_5,-1,85,255
2014,3399,170_6,170_2,170_2x170_6,-1,85,255
2014,3400,165_6,166_12,165_6x166_12,1,81,250
2014,3401,171_8,168_2,168_2x171_8,-1,81,225
2014,3404,165_6,164_2,164_2x165_6,-1,72,220
2014,3406,171_6,165_10,165_10x171_6,-1,80,215
2014,3407,164_11,167_1,164_11x167_1,1,69,205
2014,3408,165_4,166_11,165_4x166_11,1,79,265
2014,3409,164_4,166_11,164_4x166_11,1,76,220
2014,3411,171_13,169_11,169_11x171_13,-1,78,230
2014,3412,164_11,167_1,164_11x167_1,1,77,210
2014,3413,167_5,164_1,164_1x167_5,-1,84,160
2014,3415,166_10,165_7,165_7x166_10,-1,77,230
2014,3416,171_8,167_12,167_12x171_8,-1,95,210
2014,3419,170_6,170_2,170_2x170_6,-1,84,250
2014,3421,165_7,166_10,165_7x166_10,1,82,245
2014,3422,167_5,164_1,164_1x167_5,-1,77,210
2014,3423,164_2,166_3,164_2x166_3,1,75,220
2014,3426,165_6,166_12,165_6x166_12,1,77,205
2014,3427,171_13,171_5,171_13x171_5,1,76,265
2014,3429,166_9,169_6,166_9x169_6,1,75,250
2014,3430,165_6,166_12,165_6x166_12,1,77,210
2014,3434,171_8,168_2,168_2x171_8,-1,84,255
2014,3437,167_12,167_13,167_12x167_13,1,79,260
2014,3438,171_4,171_7,171_4x171_7,1,75,240
2014,3439,170_4,171_13,170_4x171_13,1,72,235
2014,3441,164_11,165_10,164_11x165_10,1,71,245
2014,3442,171_6,167_1,167_1x171_6,-1,79,235
2014,3443,171_6,170_13,170_13x171_6,-1,81,215
2014,3444,164_2,166_12,164_2x166_12,1,80,250
2014,3445,171_4,171_7,171_4x171_7,1,75,240
2014,3446,170_11,170_2,170_11x170_2,1,82,245
2014,3447,170_11,170_2,170_11x170_2,1,89,275
2014,3448,170_2,170_11,170_11x170_2,-1,82,245
2014,3449,169_11,171_13,169_11x171_13,1,77,240
2014,3454,170_4,170_7,170_4x170_7,1,72,230
2014,3455,167_12,168_2,167_12x168_2,1,79,235
2014,3457,164_14,164_1,164_1x164_14,-1,76,225
2014,3458,171_10,169_12,169_12x171_10,-1,71,170
2014,3459,167_13,168_2,167_13x168_2,1,82,215
2014,3460,171_5,171_13,171_13x171_5,-1,73,NA
2014,3461,168_5,171_7,168_5x171_7,1,85,265
2014,3462,164_2,166_12,164_2x166_12,1,79,260
2014,3464,171_5,171_13,171_13x171_5,-1,74,240
2014,3467,164_4,166_11,164_4x166_11,1,83,265
2014,3468,168_5,171_7,168_5x171_7,1,76,225
2014,3471,164_11,165_10,164_11x165_10,1,82,245
2014,3472,171_4,171_7,171_4x171_7,1,80,275
2014,3475,170_6,170_2,170_2x170_6,-1,82,270
2014,3476,168_8,166_10,166_10x168_8,-1,87,255
2014,3480,170_4,171_13,170_4x171_13,1,76,245
2014,3481,171_9,170_2,170_2x171_9,-1,83,250
2014,3483,171_8,167_12,167_12x171_8,-1,82,250
2014,3485,166_9,164_1,164_1x166_9,-1,79,240
2014,3487,164_2,166_12,164_2x166_12,1,71,220
2014,3488,164_1,169_6,164_1x169_6,1,84,250
2014,3489,164_2,166_12,164_2x166_12,1,75,215
2014,3492,167_3,166_11,166_11x167_3,-1,82,260
2014,3493,167_3,166_11,166_11x167_3,-1,82,225
2014,3494,171_4,168_5,168_5x171_4,-1,82,245
2014,3495,165_6,164_2,164_2x165_6,-1,79,250
2014,3496,164_11,167_1,164_11x167_1,1,79,210
2014,3497,171_11,170_1,170_1x171_11,-1,73,250
2014,3498,171_8,168_2,168_2x171_8,-1,84,240
2014,3500,171_5,170_4,170_4x171_5,-1,70,250
2014,3503,171_10,167_8,167_8x171_10,-1,70,245
2014,3504,166_3,165_6,165_6x166_3,-1,72,205
2014,3505,169_11,171_13,169_11x171_13,1,73,230
2014,3506,167_12,167_13,167_12x167_13,1,71,205
2014,3508,166_9,164_1,164_1x166_9,-1,69,235
2014,3510,166_10,169_7,166_10x169_7,1,75,205
2014,3511,170_1,171_11,170_1x171_11,1,84,245
2014,3513,164_1,169_6,164_1x169_6,1,74,250
2014,3514,170_4,169_11,169_11x170_4,-1,81,230
2014,3515,171_4,171_7,171_4x171_7,1,79,225
2014,3516,171_10,167_8,167_8x171_10,-1,76,245
2014,3517,171_5,171_13,171_13x171_5,-1,77,255
2014,3518,167_8,164_8,164_8x167_8,-1,75,230
2014,3519,166_9,164_1,164_1x166_9,-1,79,225
2014,3520,166_9,164_1,164_1x166_9,-1,69,230
2014,3521,170_11,170_2,170_11x170_2,1,86,255
2014,3523,171_11,167_6,167_6x171_11,-1,80,265
2014,3526,171_5,171_13,171_13x171_5,-1,77,255
2014,3527,170_7,171_13,170_7x171_13,1,77,245
2014,3529,164_2,166_12,164_2x166_12,1,71,215
2014,3530,171_8,167_13,167_13x171_8,-1,80,240
2014,3532,164_14,164_1,164_1x164_14,-1,79,260
2014,3536,164_11,165_10,164_11x165_10,1,80,245
2014,3537,168_5,171_7,168_5x171_7,1,90,220
2014,3539,167_3,166_11,166_11x167_3,-1,75,270
2014,3543,164_8,171_10,164_8x171_10,1,77,225
2014,3545,168_5,171_7,168_5x171_7,1,80,230
2014,3548,165_6,166_12,165_6x166_12,1,78,240
2014,3550,171_6,170_13,170_13x171_6,-1,94,180
2014,3554,167_8,164_8,164_8x167_8,-1,77,210
2014,3557,168_5,165_2,165_2x168_5,-1,83,260
2014,3558,164_8,167_8,164_8x167_8,1,78,235
2014,3559,164_11,167_1,164_11x167_1,1,81,245
2014,3561,164_2,166_12,164_2x166_12,1,71,250
2014,3562,171_4,171_7,171_4x171_7,1,78,240
2014,3564,164_4,165_4,164_4x165_4,1,79,200
2014,3566,168_5,171_7,168_5x171_7,1,84,265
2014,3568,171_6,165_10,165_10x171_6,-1,83,280
2014,3569,171_4,171_7,171_4x171_7,1,80,230
2014,3570,165_6,166_12,165_6x166_12,1,88,230
2014,3571,169_11,171_5,169_11x171_5,1,80,250
2014,3572,167_8,171_10,167_8x171_10,1,80,265
2014,3575,167_12,167_13,167_12x167_13,1,78,240
2014,3576,171_8,170_12,170_12x171_8,-1,80,255
2014,3577,171_13,169_11,169_11x171_13,-1,75,245
2014,3579,164_2,166_12,164_2x166_12,1,78,245
2014,3582,164_14,166_9,164_14x166_9,1,75,240
2014,3584,170_12,167_13,167_13x170_12,-1,82,250
2014,3586,164_2,166_12,164_2x166_12,1,70,260
2014,3587,167_5,169_6,167_5x169_6,1,81,260
2014,3591,169_11,170_7,169_11x170_7,1,NA,NA
2014,3592,165_4,167_3,165_4x167_3,1,85,245
2014,3593,170_6,170_2,170_2x170_6,-1,78,255
2014,3598,171_6,167_1,167_1x171_6,-1,80,235
2014,3599,166_9,164_1,164_1x166_9,-1,81,250
2014,3606,165_7,166_8,165_7x166_8,1,85,220
2014,3616,169_6,164_1,164_1x169_6,-1,81,245
2014,3617,164_2,166_3,164_2x166_3,1,70,225
2014,3618,165_4,166_11,165_4x166_11,1,86,235
2014,3620,164_1,164_14,164_1x164_14,1,86,240
2014,3621,164_2,166_3,164_2x166_3,1,78,225
2014,3622,171_8,168_2,168_2x171_8,-1,86,215
2014,3623,171_6,167_1,167_1x171_6,-1,79,255
2014,3624,170_2,170_11,170_11x170_2,-1,94,290
2014,3628,169_11,170_4,169_11x170_4,1,69,260
2014,3630,166_9,169_6,166_9x169_6,1,72,245
2014,3631,171_5,170_4,170_4x171_5,-1,80,240
2014,3635,164_8,169_12,164_8x169_12,1,66,200
2014,3636,164_14,164_1,164_1x164_14,-1,83,260
2014,3637,171_11,165_5,165_5x171_11,-1,77,220
2014,3638,169_6,164_1,164_1x169_6,-1,82,250
2014,3642,170_2,170_6,170_2x170_6,1,80,240
2014,3643,171_11,170_1,170_1x171_11,-1,80,245
2014,3644,171_11,170_1,170_1x171_11,-1,83,270
2014,3645,164_1,164_14,164_1x164_14,1,83,245
2014,3648,171_4,171_7,171_4x171_7,1,81,250
2014,3649,164_2,166_12,164_2x166_12,1,86,240
2014,3650,170_12,167_12,167_12x170_12,-1,84,270
2014,3655,170_6,170_2,170_2x170_6,-1,83,270
2014,3660,165_7,166_8,165_7x166_8,1,86,235
2014,3663,166_3,166_12,166_12x166_3,-1,75,220
2014,3664,171_6,165_10,165_10x171_6,-1,85,265
2014,3665,164_14,164_1,164_1x164_14,-1,82,250
2014,3666,164_2,166_3,164_2x166_3,1,78,200
2014,3667,171_5,171_13,171_13x171_5,-1,77,250
2014,3668,166_9,164_1,164_1x166_9,-1,79,220
2014,3669,164_11,165_10,164_11x165_10,1,77,235
2014,3671,165_6,166_12,165_6x166_12,1,84,220
2014,3672,165_4,166_11,165_4x166_11,1,82,255
2014,3674,168_5,171_7,168_5x171_7,1,79,230
2014,3675,171_8,168_2,168_2x171_8,-1,85,220
2014,3676,165_4,166_11,165_4x166_11,1,NA,NA
2014,3677,165_4,166_11,165_4x166_11,1,79,240
2014,3679,165_7,166_10,165_7x166_10,1,81,250
2014,3680,168_5,171_7,168_5x171_7,1,80,255
2014,3681,170_4,171_13,170_4x171_13,1,75,235
2014,3682,164_4,165_4,164_4x165_4,1,84,205
2014,3683,164_4,166_11,164_4x166_11,1,86,200
2014,3684,166_9,164_1,164_1x166_9,-1,74,220
2014,3686,164_1,169_6,164_1x169_6,1,82,255
2014,3688,169_11,170_7,169_11x170_7,1,69,240
2014,3689,171_6,167_1,167_1x171_6,-1,81,255
2014,3691,170_4,169_11,169_11x170_4,-1,75,245
2014,3694,170_1,167_6,167_6x170_1,-1,86,275
2014,3695,164_1,166_9,164_1x166_9,1,79,250
2014,3698,165_7,166_10,165_7x166_10,1,82,260
2014,3701,171_9,170_11,170_11x171_9,-1,85,230
2014,3705,166_9,164_14,164_14x166_9,-1,80,240
2014,3714,164_4,167_3,164_4x167_3,1,86,245
2014,3715,171_4,171_7,171_4x171_7,1,83,265
2014,3720,170_1,167_6,167_6x170_1,-1,82,260
2014,3721,168_8,166_10,166_10x168_8,-1,85,250
2014,3723,166_9,164_1,164_1x166_9,-1,84,240
2014,3728,166_12,166_3,166_12x166_3,1,79,245
2014,3731,166_9,164_1,164_1x166_9,-1,74,230
2014,3732,170_4,171_13,170_4x171_13,1,80,245
2014,3733,164_1,169_6,164_1x169_6,1,81,245
2014,3734,164_11,167_1,164_11x167_1,1,86,230
2014,3739,170_4,169_11,169_11x170_4,-1,70,240
2014,3741,166_9,164_1,164_1x166_9,-1,77,230
2014,3744,164_1,169_6,164_1x169_6,1,85,225
2014,3745,171_5,171_13,171_13x171_5,-1,77,260
2014,3746,168_5,171_7,168_5x171_7,1,75,250
2014,3749,171_11,170_1,170_1x171_11,-1,80,295
2014,3751,169_6,164_1,164_1x169_6,-1,75,245
2014,3752,170_7,171_13,170_7x171_13,1,78,235
2014,3753,171_10,167_8,167_8x171_10,-1,NA,NA
2014,3754,164_1,166_9,164_1x166_9,1,72,190
2014,3756,165_4,166_11,165_4x166_11,1,83,250
2014,3757,171_4,171_7,171_4x171_7,1,81,225
2014,3760,165_6,166_12,165_6x166_12,1,80,240
2014,3763,170_1,171_11,170_1x171_11,1,81,250
2014,3764,165_4,167_3,165_4x167_3,1,84,255
2014,3766,171_8,170_12,170_12x171_8,-1,79,240
2014,3767,165_6,166_3,165_6x166_3,1,90,210
2014,3768,171_6,167_1,167_1x171_6,-1,83,250
2014,3769,164_14,164_1,164_1x164_14,-1,80,230
2014,3770,171_8,167_13,167_13x171_8,-1,86,215
2014,3772,164_4,167_3,164_4x167_3,1,90,275
2014,3774,165_4,166_11,165_4x166_11,1,79,225
2014,3779,169_6,166_9,166_9x169_6,-1,70,260
2014,3780,166_12,165_6,165_6x166_12,-1,76,220
2014,3783,165_6,166_12,165_6x166_12,1,75,220
2014,3784,171_8,168_2,168_2x171_8,-1,80,245
2014,3785,164_14,164_1,164_1x164_14,-1,78,215
2014,3789,167_5,164_1,164_1x167_5,-1,80,250
2014,3791,166_3,166_12,166_12x166_3,-1,75,220
2014,3796,171_6,165_10,165_10x171_6,-1,80,260
2014,3798,167_5,164_14,164_14x167_5,-1,75,230
2014,3800,171_8,168_2,168_2x171_8,-1,83,240
2014,3801,169_6,164_14,164_14x169_6,-1,72,245
2014,3803,170_11,170_2,170_11x170_2,1,82,265
2014,3804,169_11,171_13,169_11x171_13,1,79,245
2014,3806,171_5,171_13,171_13x171_5,-1,81,300
2014,3808,167_3,166_11,166_11x167_3,-1,80,265
2014,3809,165_7,166_10,165_7x166_10,1,83,255
2014,3812,171_6,170_13,170_13x171_6,-1,83,255
2014,3813,166_10,169_7,166_10x169_7,1,82,275
2014,3815,171_5,171_13,171_13x171_5,-1,82,235
2014,3816,171_4,171_7,171_4x171_7,1,80,265
2014,3817,171_4,171_7,171_4x171_7,1,80,265
2014,3818,164_2,166_12,164_2x166_12,1,80,250
2014,3819,165_4,166_11,165_4x166_11,1,81,245
2014,3821,164_11,167_1,164_11x167_1,1,81,235
2014,3822,170_2,170_11,170_11x170_2,-1,82,270
2014,3825,168_5,171_4,168_5x171_4,1,83,245
2014,3826,170_6,170_2,170_2x170_6,-1,81,265
2014,3829,171_8,168_2,168_2x171_8,-1,80,255
2014,3831,164_14,164_1,164_1x164_14,-1,94,215
2014,3833,165_6,166_12,165_6x166_12,1,79,235
2014,3834,168_5,171_7,168_5x171_7,1,86,260
2014,3836,167_13,168_2,167_13x168_2,1,76,260
2014,3840,171_8,168_2,168_2x171_8,-1,80,250
2014,3843,170_7,171_5,170_7x171_5,1,82,265
2014,3844,164_8,171_10,164_8x171_10,1,75,210
2014,3845,164_4,167_3,164_4x167_3,1,85,275
2014,3846,170_4,171_13,170_4x171_13,1,76,240
2014,3849,166_3,166_12,166_12x166_3,-1,79,270
2014,3850,165_6,164_2,164_2x165_6,-1,80,230
2014,3852,166_3,164_2,164_2x166_3,-1,72,220
2014,3853,164_11,170_13,164_11x170_13,1,83,250
2014,3855,170_6,171_9,170_6x171_9,1,84,265
2014,3860,166_9,164_1,164_1x166_9,-1,82,250
2014,3863,171_9,170_2,170_2x171_9,-1,79,250
2014,3864,168_5,171_7,168_5x171_7,1,NA,NA
2014,3865,164_11,167_1,164_11x167_1,1,80,230
2014,3867,167_3,166_11,166_11x167_3,-1,89,250
2014,3868,164_11,167_1,164_11x167_1,1,81,260
