tree,female,male,cross,site,rep,col,row,HT05,VOL05
39,23,13,K,2,1,2,5,98.2,119.6
filler,0,0,,2,1,2,6,,
106,16,21,N,2,2,2,7,115.4,171.2
133,0,0,NP,2,2,2,8,108.5,121
72,6,7,L,2,2,2,9,106.4,164.1
155,24,1,Q,2,2,2,10,77.7,19.9
filler,0,0,,2,2,2,11,,
filler,0,0,,2,2,2,12,,
80,16,21,N,2,3,2,13,81.8,37.4
41,23,13,K,2,3,2,14,99,170.4
153,24,1,Q,2,3,2,15,80.6,47.2
152,24,1,Q,2,3,2,16,88.8,54.8
58,6,7,L,2,3,2,17,104,106.1
108,16,21,N,2,3,2,18,97,86.2
164,0,0,SP,2,4,2,19,91.7,59.7
115,16,21,N,2,4,2,20,110.9,184
filler,0,0,,2,4,2,21,,
filler,0,0,,2,4,2,22,,
135,0,0,NP,2,4,2,23,87.6,67.2
95,16,21,N,2,4,2,24,102.7,104.9
118,16,21,N,2,5,2,25,104.8,92.8
127,0,0,NP,2,5,2,26,115.8,152.7
112,16,21,N,2,5,2,27,108,125.8
49,6,7,L,2,5,2,28,108,120.5
33,8,9,H,2,5,2,29,82.6,26.6
filler,0,0,,2,5,2,30,,
150,24,1,Q,2,6,2,31,71.2,35.2
107,16,21,N,2,6,2,32,81.8,35
75,6,7,L,2,6,2,33,114.2,116.3
filler,0,0,,2,6,2,34,,
46,23,13,K,2,6,2,35,95.8,73.2
163,8,14,S,2,6,2,36,82.6,40.3
44,23,13,K,2,7,2,37,,
107,16,21,N,2,7,2,38,90.4,35.7
82,16,21,N,2,7,2,39,113,115.1
filler,0,0,,2,7,2,40,,
89,16,21,N,2,7,2,41,116.7,118.7
123,16,21,N,2,7,2,42,112.1,136.2
67,6,7,L,2,8,2,43,102.3,82.1
filler,0,0,,2,8,2,44,,
48,0,0,KP,2,8,2,45,83.9,74.9
153,24,1,Q,2,8,2,46,111.3,158.9
60,6,7,L,2,8,2,47,88.4,40.1
filler,0,0,,2,8,2,48,,
filler,0,0,,2,1,3,1,,
filler,0,0,,2,1,3,2,,
143,17,9,P,2,1,3,3,88,78.4
154,24,1,Q,2,1,3,4,123.2,162.2
62,6,7,L,2,1,3,5,91.7,44.2
filler,0,0,,2,1,3,6,,
54,6,7,L,2,2,3,7,98.6,115.1
118,16,21,N,2,2,3,8,108.5,91.4
52,6,7,L,2,2,3,9,108,110.2
filler,0,0,,2,2,3,10,,
152,24,1,Q,2,2,3,11,45.4,16.4
61,6,7,L,2,2,3,12,84.7,52.4
45,23,13,K,2,3,3,13,101.1,112.9
filler,0,0,,2,3,3,14,,
123,16,21,N,2,3,3,15,108,136.9
67,6,7,L,2,3,3,16,87.6,70.7
71,6,7,L,2,3,3,17,94.5,88.2
162,17,15,R,2,3,3,18,76.5,50.4
127,0,0,NP,2,4,3,19,79.4,46.6
155,24,1,Q,2,4,3,20,77.3,35.6
filler,0,0,,2,4,3,21,,
filler,0,0,,2,4,3,22,,
125,16,21,N,2,4,3,23,122,167.2
140,15,6,O,2,4,3,24,92.9,67.4
151,24,1,Q,2,5,3,25,103.5,105.7
filler,0,0,,2,5,3,26,,
84,16,21,N,2,5,3,27,111.3,108.3
filler,0,0,,2,5,3,28,,
filler,0,0,,2,5,3,29,,
filler,0,0,,2,5,3,30,,
62,6,7,L,2,6,3,31,87.2,60.2
83,16,21,N,2,6,3,32,108,125.8
102,16,21,N,2,6,3,33,112.1,130.5
filler,0,0,,2,6,3,34,,
93,16,21,N,2,6,3,35,103.1,110.2
filler,0,0,,2,6,3,36,,
110,16,21,N,2,7,3,37,120.3,185.2
filler,0,0,,2,7,3,38,,
148,24,1,Q,2,7,3,39,115.8,112.6
102,16,21,N,2,7,3,40,107.2,99.6
filler,0,0,,2,7,3,41,,
53,6,7,L,2,7,3,42,92.5,86.4
51,6,7,L,2,8,3,43,103.1,110.2
139,15,6,O,2,8,3,44,94.9,88.6
filler,0,0,,2,8,3,45,,
47,23,13,K,2,8,3,46,92.9,82.7
57,6,7,L,2,8,3,47,,
filler,0,0,,2,8,3,48,,
35,20,23,J,2,1,4,1,102.3,90.7
85,16,21,N,2,1,4,2,117.9,188.4
29,7,24,A,2,1,4,3,,
filler,0,0,,2,1,4,4,,
99,16,21,N,2,1,4,5,113,137.1
filler,0,0,,2,1,4,6,,
111,16,21,N,2,2,4,7,93.7,114.2
37,0,0,JP,2,2,4,8,108.9,101.1
filler,0,0,,2,2,4,9,,
78,6,7,L,2,2,4,10,113,174
132,0,0,NP,2,2,4,11,103.5,125.9
74,6,7,L,2,2,4,12,86.7,70.1
filler,0,0,,2,3,4,13,,
104,16,21,N,2,3,4,14,105.6,98.2
filler,0,0,,2,3,4,15,,
119,16,21,N,2,3,4,16,100.3,102.5
129,0,0,NP,2,3,4,17,76.1,28.6
filler,0,0,,2,3,4,18,,
91,16,21,N,2,4,4,19,96.6,90
57,6,7,L,2,4,4,20,,
156,24,1,Q,2,4,4,21,93.7,57.6
filler,0,0,,2,4,4,22,,
filler,0,0,,2,4,4,23,,
117,16,21,N,2,4,4,24,80.2,49.8
72,6,7,L,2,5,4,25,91.7,85.6
56,6,7,L,2,5,4,26,105.6,102.9
137,15,6,O,2,5,4,27,93.7,87.5
filler,0,0,,2,5,4,28,,
163,8,14,S,2,5,4,29,74,24.2
filler,0,0,,2,5,4,30,,
35,20,23,J,2,6,4,31,97,86.2
filler,0,0,,2,6,4,32,,
50,6,7,L,2,6,4,33,93.3,54.1
92,16,21,N,2,6,4,34,96.2,66
69,6,7,L,2,6,4,35,103.5,87.4
filler,0,0,,2,6,4,36,,
60,6,7,L,2,7,4,37,97.8,67.1
91,16,21,N,2,7,4,38,119.1,138.5
48,0,0,KP,2,7,4,39,97.4,113.7
147,24,1,Q,2,7,4,40,129.8,184.9
99,16,21,N,2,7,4,41,125.3,158.3
88,16,21,N,2,7,4,42,106.8,109
filler,0,0,,2,8,4,43,,
149,24,1,Q,2,8,4,44,123.6,162.7
108,16,21,N,2,8,4,45,106,113.2
45,23,13,K,2,8,4,46,113,161.2
37,0,0,JP,2,8,4,47,106.4,113.6
41,23,13,K,2,8,4,48,115.8,213.4
53,6,7,L,2,1,5,1,70.4,30.6
70,6,7,L,2,1,5,2,113.4,174.6
158,17,15,R,2,1,5,3,100.7,122.5
filler,0,0,,2,1,5,4,,
34,20,23,J,2,1,5,5,101.5,108.5
77,6,7,L,2,1,5,6,104.8,79.8
filler,0,0,,2,2,5,7,,
filler,0,0,,2,2,5,8,,
99,16,21,N,2,2,5,9,115,151.6
163,8,14,S,2,2,5,10,84.3,43.6
60,6,7,L,2,2,5,11,103.1,82.7
101,16,21,N,2,2,5,12,79,38.6
55,6,7,L,2,3,5,13,81.4,56.4
89,16,21,N,2,3,5,14,107.6,114.9
38,23,13,K,2,3,5,15,94.9,65.2
76,6,7,L,2,3,5,16,88,60.7
filler,0,0,,2,3,5,17,,
147,24,1,Q,2,3,5,18,104,101.3
49,6,7,L,2,4,5,19,77.3,40.3
filler,0,0,,2,4,5,20,,
149,24,1,Q,2,4,5,21,99.9,88.6
47,23,13,K,2,4,5,22,117.5,154.8
67,6,7,L,2,4,5,23,110.5,83.9
101,16,21,N,2,4,5,24,97.4,74.4
63,6,7,L,2,5,5,25,109.7,97
129,0,0,NP,2,5,5,26,52.7,25.5
filler,0,0,,2,5,5,27,,
124,16,21,N,2,5,5,28,115.4,128.5
150,24,1,Q,2,5,5,29,69.5,26.5
47,23,13,K,2,5,5,30,107.6,90.7
63,6,7,L,2,6,5,31,88,60.7
33,8,9,H,2,6,5,32,82.2,26.4
filler,0,0,,2,6,5,33,,
143,17,9,P,2,6,5,34,88.4,86.6
160,17,15,R,2,6,5,35,86.7,85.1
82,16,21,N,2,6,5,36,95.3,111.4
73,6,7,L,2,7,5,37,105.2,156.2
113,16,21,N,2,7,5,38,115.4,123
154,24,1,Q,2,7,5,39,108.9,121.4
127,0,0,NP,2,7,5,40,127.7,161.3
filler,0,0,,2,7,5,41,,
97,16,21,N,2,7,5,42,97.8,114.2
42,23,13,K,2,8,5,43,94.9,84.4
74,6,7,L,2,8,5,44,,
121,16,21,N,2,8,5,45,92.5,99.1
106,16,21,N,2,8,5,46,111.3,93.7
filler,0,0,,2,8,5,47,,
138,15,6,O,2,8,5,48,102.3,52.2
filler,0,0,,2,1,6,1,,
111,16,21,N,2,1,6,2,106.4,103.7
148,24,1,Q,2,1,6,3,90.8,66
filler,0,0,,2,1,6,4,,
110,16,21,N,2,1,6,5,116.7,153.7
140,15,6,O,2,1,6,6,116.7,147.6
125,16,21,N,2,2,6,7,106.8,90
103,16,21,N,2,2,6,8,102.3,95.2
134,0,0,NP,2,2,6,9,83.5,46
filler,0,0,,2,2,6,10,,
36,0,0,JP,2,2,6,11,106,76.5
35,20,23,J,2,2,6,12,99.9,97.5
144,17,9,P,2,3,6,13,76.1,35.1
72,6,7,L,2,3,6,14,99.9,116.5
74,6,7,L,2,3,6,15,88,57.4
34,20,23,J,2,3,6,16,101.1,94.1
126,16,21,N,2,3,6,17,91.2,56.2
103,16,21,N,2,3,6,18,95.8,121.6
144,17,9,P,2,4,6,19,72,40.2
filler,0,0,,2,4,6,20,,
filler,0,0,,2,4,6,21,,
36,0,0,JP,2,4,6,22,97.8,70.8
113,16,21,N,2,4,6,23,123.6,183.2
147,24,1,Q,2,4,6,24,103.5,101
39,23,13,K,2,5,6,25,104.4,79.5
filler,0,0,,2,5,6,26,,
65,6,7,L,2,5,6,27,116.2,113
29,7,24,A,2,5,6,28,,
54,6,7,L,2,5,6,29,87.6,94
152,24,1,Q,2,5,6,30,73.2,24
36,0,0,JP,2,6,6,31,85.9,53.1
146,24,1,Q,2,6,6,32,85.9,73
filler,0,0,,2,6,6,33,,
filler,0,0,,2,6,6,34,,
125,16,21,N,2,6,6,35,76.5,24.9
159,17,15,R,2,6,6,36,106.8,146.7
125,16,21,N,2,7,6,37,88,48.3
filler,0,0,,2,7,6,38,,
160,17,15,R,2,7,6,39,122.8,203.5
filler,0,0,,2,7,6,40,,
155,24,1,Q,2,7,6,41,113.8,86.3
85,16,21,N,2,7,6,42,117.9,168.1
filler,0,0,,2,8,6,43,,
filler,0,0,,2,8,6,44,,
65,6,7,L,2,8,6,45,120.8,117.2
filler,0,0,,2,8,6,46,,
56,6,7,L,2,8,6,47,97,63
133,0,0,NP,2,8,6,48,108.5,115.7
115,16,21,N,2,1,7,1,85.9,44.4
54,6,7,L,2,1,7,2,88.8,95.3
104,16,21,N,2,1,7,3,92.9,63.9
152,24,1,Q,2,1,7,4,49.9,9.8
filler,0,0,,2,1,7,5,,
89,16,21,N,2,1,7,6,119.5,151.1
38,23,13,K,2,2,7,7,116.7,153.7
144,17,9,P,2,2,7,8,34.7,4.5
85,16,21,N,2,2,7,9,111.3,135.2
filler,0,0,,2,2,7,10,,
90,16,21,N,2,2,7,11,106,98.5
76,6,7,L,2,2,7,12,98.2,63.7
91,16,21,N,2,3,7,13,110.1,157.2
116,16,21,N,2,3,7,14,75.7,32.7
filler,0,0,,2,3,7,15,,
79,16,21,N,2,3,7,16,109.7,122.3
filler,0,0,,2,3,7,17,,
143,17,9,P,2,3,7,18,67.1,37.7
81,16,21,N,2,4,7,19,86.3,73.4
61,6,7,L,2,4,7,20,99,79.6
109,16,21,N,2,4,7,21,79,36.2
filler,0,0,,2,4,7,22,,
63,6,7,L,2,4,7,23,110.1,117.4
filler,0,0,,2,4,7,24,,
92,16,21,N,2,5,7,25,106.8,65.1
68,6,7,L,2,5,7,26,74,41.2
filler,0,0,,2,5,7,27,,
139,15,6,O,2,5,7,28,116.2,141.1
107,16,21,N,2,5,7,29,36.8,4.5
55,6,7,L,2,5,7,30,99.9,106.8
72,6,7,L,2,6,7,31,81.4,59.5
130,0,0,NP,2,6,7,32,86.7,66.6
filler,0,0,,2,6,7,33,,
filler,0,0,,2,6,7,34,,
78,6,7,L,2,6,7,35,100.3,89
121,16,21,N,2,6,7,36,103.5,105.7
114,16,21,N,2,7,7,37,77.7,45.7
83,16,21,N,2,7,7,38,113.8,156.1
140,15,6,O,2,7,7,39,131.4,250.3
filler,0,0,,2,7,7,40,,
145,24,1,Q,2,7,7,41,119.5,157.4
64,6,7,L,2,7,7,42,108.5,161
85,16,21,N,2,8,7,43,101.1,73.1
filler,0,0,,2,8,7,44,,
122,16,21,N,2,8,7,45,110.9,113
filler,0,0,,2,8,7,46,,
160,17,15,R,2,8,7,47,96.2,112.3
131,0,0,NP,2,8,7,48,106.8,119.2
filler,0,0,,2,1,8,1,,
67,6,7,L,2,1,8,2,81,39.5
filler,0,0,,2,1,8,3,,
80,16,21,N,2,1,8,4,94.1,100.8
filler,0,0,,2,1,8,5,,
116,16,21,N,2,1,8,6,41.3,10.9
108,16,21,N,2,2,8,7,113.8,105.5
filler,0,0,,2,2,8,8,,
83,16,21,N,2,2,8,9,110.1,163.4
filler,0,0,,2,2,8,10,,
filler,0,0,,2,2,8,11,,
49,6,7,L,2,2,8,12,91.2,73.6
48,0,0,KP,2,3,8,13,87.2,56.9
filler,0,0,,2,3,8,14,,
filler,0,0,,2,3,8,15,,
filler,0,0,,2,3,8,16,,
56,6,7,L,2,3,8,17,88.4,40.1
148,24,1,Q,2,3,8,18,54.8,13.1
60,6,7,L,2,4,8,19,87.2,77.8
29,7,24,A,2,4,8,20,,
64,6,7,L,2,4,8,21,110.9,146.3
126,16,21,N,2,4,8,22,113,104.8
84,16,21,N,2,4,8,23,111.7,103.7
53,6,7,L,2,4,8,24,80.2,36.7
64,6,7,L,2,5,8,25,113,161.2
87,16,21,N,2,5,8,26,92.1,63.4
30,7,24,A,2,5,8,27,112.1,109.1
103,16,21,N,2,5,8,28,119.5,177.2
43,23,13,K,2,5,8,29,96.6,66.3
52,6,7,L,2,5,8,30,99,83.7
149,24,1,Q,2,6,8,31,101.9,81.8
filler,0,0,,2,6,8,32,,
123,16,21,N,2,6,8,33,106.8,104.1
filler,0,0,,2,6,8,34,,
103,16,21,N,2,6,8,35,107.6,109.8
76,6,7,L,2,6,8,36,76.9,35.4
filler,0,0,,2,7,8,37,,
54,6,7,L,2,7,8,38,104.8,107
43,23,13,K,2,7,8,39,131.4,225.5
79,16,21,N,2,7,8,40,117.9,125.5
135,0,0,NP,2,7,8,41,121.6,160.1
39,23,13,K,2,7,8,42,113.8,126.8
110,16,21,N,2,8,8,43,83.9,67.9
61,6,7,L,2,8,8,44,101.5,108.5
99,16,21,N,2,8,8,45,118.7,169.3
filler,0,0,,2,8,8,46,,
55,6,7,L,2,8,8,47,111.7,147.4
78,6,7,L,2,8,8,48,113.4,110.3
92,16,21,N,2,1,9,1,81,56.2
56,6,7,L,2,1,9,2,77.7,43.1
filler,0,0,,2,1,9,3,,
135,0,0,NP,2,1,9,4,76.1,30.7
118,16,21,N,2,1,9,5,98.6,71.4
55,6,7,L,2,1,9,6,90.8,66
filler,0,0,,2,2,9,7,,
63,6,7,L,2,2,9,8,108,100.4
26,7,24,A,2,2,9,9,103.1,105.3
105,16,21,N,2,2,9,10,105.2,93.2
109,16,21,N,2,2,9,11,67.9,24.2
91,16,21,N,2,2,9,12,116.7,160
127,0,0,NP,2,3,9,13,96.2,98.4
filler,0,0,,2,3,9,14,,
107,16,21,N,2,3,9,15,119.1,121.2
54,6,7,L,2,3,9,16,90.8,49.7
160,17,15,R,2,3,9,17,106.8,141
101,16,21,N,2,3,9,18,82.6,45.5
116,16,21,N,2,4,9,19,88,60.7
82,16,21,N,2,4,9,20,97,94.8
filler,0,0,,2,4,9,21,,
89,16,21,N,2,4,9,22,103.1,74.5
38,23,13,K,2,4,9,23,105.2,107.4
58,6,7,L,2,4,9,24,107.6,95.3
109,16,21,N,2,5,9,25,78.1,54.3
45,23,13,K,2,5,9,26,122.4,167.8
filler,0,0,,2,5,9,27,,
133,0,0,NP,2,5,9,28,104.8,92.8
73,6,7,L,2,5,9,29,104.4,116.5
142,17,9,P,2,5,9,30,81.8,45.1
131,0,0,NP,2,6,9,31,97.8,91.2
109,16,21,N,2,6,9,32,61.7,18
156,24,1,Q,2,6,9,33,104.8,107
88,16,21,N,2,6,9,34,97,90.4
96,16,21,N,2,6,9,35,90,49.3
42,23,13,K,2,6,9,36,90,134
filler,0,0,,2,7,9,37,,
filler,0,0,,2,7,9,38,,
76,6,7,L,2,7,9,39,119.9,151.6
108,16,21,N,2,7,9,40,111.7,103.7
80,16,21,N,2,7,9,41,128.5,190.3
filler,0,0,,2,7,9,42,,
115,16,21,N,2,8,9,43,,
112,16,21,N,2,8,9,44,112.6,131
38,23,13,K,2,8,9,45,116.7,113.4
117,16,21,N,2,8,9,46,65.4,26.9
141,17,9,P,2,8,9,47,107.6,136.4
127,0,0,NP,2,8,9,48,108.9,106
163,8,14,S,2,1,10,1,63.8,23
44,23,13,K,2,1,10,2,,
26,7,24,A,2,1,10,3,95.8,77.1
filler,0,0,,2,1,10,4,,
filler,0,0,,2,1,10,5,,
153,24,1,Q,2,1,10,6,77.3,37.9
55,6,7,L,2,2,10,7,98.6,100.9
124,16,21,N,2,2,10,8,97.8,70.8
80,16,21,N,2,2,10,9,117.9,155.3
41,23,13,K,2,2,10,10,93.3,83
139,15,6,O,2,2,10,11,100.7,98.3
142,17,9,P,2,2,10,12,72,42.6
111,16,21,N,2,3,10,13,112.6,142.5
142,17,9,P,2,3,10,14,67.5,35.7
134,0,0,NP,2,3,10,15,97,74.1
filler,0,0,,2,3,10,16,,
filler,0,0,,2,3,10,17,,
66,6,7,L,2,3,10,18,82.6,42.9
122,16,21,N,2,4,10,19,88.4,67.8
filler,0,0,,2,4,10,20,,
54,6,7,L,2,4,10,21,102.7,74.2
filler,0,0,,2,4,10,22,,
filler,0,0,,2,4,10,23,,
146,24,1,Q,2,4,10,24,113.8,138.1
36,0,0,JP,2,5,10,25,101.5,73.4
75,6,7,L,2,5,10,26,106,108.2
filler,0,0,,2,5,10,27,,
filler,0,0,,2,5,10,28,,
104,16,21,N,2,5,10,29,97,70.3
filler,0,0,,2,5,10,30,,
67,6,7,L,2,6,10,31,94.1,72
152,24,1,Q,2,6,10,32,63.8,21.4
filler,0,0,,2,6,10,33,,
154,24,1,Q,2,6,10,34,108.5,70
48,0,0,KP,2,6,10,35,79.8,52.4
127,0,0,NP,2,6,10,36,108.5,100.7
37,0,0,JP,2,7,10,37,93.3,47.9
72,6,7,L,2,7,10,38,102.7,86.7
49,6,7,L,2,7,10,39,107.2,159.2
67,6,7,L,2,7,10,40,106.8,109
68,6,7,L,2,7,10,41,117.9,174.8
119,16,21,N,2,7,10,42,101.9,108.9
26,7,24,A,2,8,10,43,85.9,76.7
105,16,21,N,2,8,10,44,113,161.2
142,17,9,P,2,8,10,45,74.9,34.5
92,16,21,N,2,8,10,46,101.5,108.5
151,24,1,Q,2,8,10,47,120.8,146.4
129,0,0,NP,2,8,10,48,90.4,52.5
120,16,21,N,2,1,11,1,97,108.5
38,23,13,K,2,1,11,2,97,103.8
filler,0,0,,2,1,11,3,,
filler,0,0,,2,1,11,4,,
151,24,1,Q,2,1,11,5,105.2,93.2
97,16,21,N,2,1,11,6,86.3,56.4
73,6,7,L,2,2,11,7,108.5,131.8
filler,0,0,,2,2,11,8,,
151,24,1,Q,2,2,11,9,106.8,129.8
27,7,24,A,2,2,11,10,99.4,84
33,8,9,H,2,2,11,11,83.9,29
47,23,13,K,2,2,11,12,104.4,132.3
97,16,21,N,2,3,11,13,111.3,113.5
filler,0,0,,2,3,11,14,,
125,16,21,N,2,3,11,15,113,125.9
136,15,6,O,2,3,11,16,114.6,151.1
75,6,7,L,2,3,11,17,112.1,80.7
77,6,7,L,2,3,11,18,70.8,23.3
157,17,15,R,2,4,11,19,98.2,79
163,8,14,S,2,4,11,20,45.8,9.3
99,16,21,N,2,4,11,21,110.5,134.2
filler,0,0,,2,4,11,22,,
79,16,21,N,2,4,11,23,103.1,87
129,0,0,NP,2,4,11,24,70.8,26.9
filler,0,0,,2,5,11,25,,
26,7,24,A,2,5,11,26,90.4,46.5
154,24,1,Q,2,5,11,27,119.1,163.3
77,6,7,L,2,5,11,28,102.3,78
filler,0,0,,2,5,11,29,,
35,20,23,J,2,5,11,30,96.2,117.2
47,23,13,K,2,6,11,31,102.7,104.9
filler,0,0,,2,6,11,32,,
61,6,7,L,2,6,11,33,92.9,57.1
119,16,21,N,2,6,11,34,87.6,78.1
142,17,9,P,2,6,11,35,72.4,29.4
43,23,13,K,2,6,11,36,109.3,111.4
71,6,7,L,2,7,11,37,85.9,39.1
filler,0,0,,2,7,11,38,,
57,6,7,L,2,7,11,39,,
59,6,7,L,2,7,11,40,119.5,157.4
159,17,15,R,2,7,11,41,83.9,64.5
filler,0,0,,2,7,11,42,,
120,16,21,N,2,8,11,43,93.7,75.5
97,16,21,N,2,8,11,44,106.4,81
80,16,21,N,2,8,11,45,105.6,117.8
126,16,21,N,2,8,11,46,101.5,90
144,17,9,P,2,8,11,47,103.5,105.7
25,7,24,A,2,8,11,48,97.4,95.2
filler,0,0,,2,1,12,1,,
filler,0,0,,2,1,12,2,,
42,23,13,K,2,1,12,3,85.1,58.8
filler,0,0,,2,1,12,4,,
102,16,21,N,2,1,12,5,79.8,34.2
103,16,21,N,2,1,12,6,85.5,52.9
131,0,0,NP,2,2,12,7,97,66.6
31,22,19,C,2,2,12,8,71.2,21.7
filler,0,0,,2,2,12,9,,
123,16,21,N,2,2,12,10,115,151.6
filler,0,0,,2,2,12,11,,
110,16,21,N,2,2,12,12,104,106.1
filler,0,0,,2,3,12,13,,
145,24,1,Q,2,3,12,14,97.8,67.1
filler,0,0,,2,3,12,15,,
135,0,0,NP,2,3,12,16,99.9,72.2
filler,0,0,,2,3,12,17,,
110,16,21,N,2,3,12,18,101.9,81.8
70,6,7,L,2,4,12,19,98.2,95.9
filler,0,0,,2,4,12,20,,
148,24,1,Q,2,4,12,21,81.4,39.7
35,20,23,J,2,4,12,22,96.2,62.5
filler,0,0,,2,4,12,23,,
51,6,7,L,2,4,12,24,112.6,148.4
filler,0,0,,2,5,12,25,,
filler,0,0,,2,5,12,26,,
126,16,21,N,2,5,12,27,121.2,140.8
38,23,13,K,2,5,12,28,104,121.2
67,6,7,L,2,5,12,29,72.4,31.4
filler,0,0,,2,5,12,30,,
128,0,0,NP,2,6,12,31,83.9,78.6
filler,0,0,,2,6,12,32,,
137,15,6,O,2,6,12,33,76.5,30.8
99,16,21,N,2,6,12,34,110.1,128.2
filler,0,0,,2,6,12,35,,
101,16,21,N,2,6,12,36,105.6,84.6
65,6,7,L,2,7,12,37,96.2,35.1
filler,0,0,,2,7,12,38,,
filler,0,0,,2,7,12,39,,
116,16,21,N,2,7,12,40,124.8,192.1
75,6,7,L,2,7,12,41,81.8,56.7
138,15,6,O,2,7,12,42,107.2,104.4
filler,0,0,,2,8,12,43,,
159,17,15,R,2,8,12,44,97,128.2
91,16,21,N,2,8,12,45,118.7,150.1
100,16,21,N,2,8,12,46,124.8,164.3
filler,0,0,,2,8,12,47,,
filler,0,0,,2,8,12,48,,
149,24,1,Q,2,1,13,1,107.6,130.8
119,16,21,N,2,1,13,2,60.9,32.6
78,6,7,L,2,1,13,3,116.7,160
filler,0,0,,2,1,13,4,,
128,0,0,NP,2,1,13,5,99.9,121.5
100,16,21,N,2,1,13,6,69.1,28.2
87,16,21,N,2,2,13,7,86.7,77.4
148,24,1,Q,2,2,13,8,88.4,67.8
97,16,21,N,2,2,13,9,119.1,183.4
filler,0,0,,2,2,13,10,,
56,6,7,L,2,2,13,11,90.8,55.9
135,0,0,NP,2,2,13,12,89.2,55
156,24,1,Q,2,3,13,13,110.9,129.1
36,0,0,JP,2,3,13,14,70.4,28.7
65,6,7,L,2,3,13,15,125.7,152.3
121,16,21,N,2,3,13,16,110.1,133.7
filler,0,0,,2,3,13,17,,
139,15,6,O,2,3,13,18,112.1,114.3
filler,0,0,,2,4,13,19,,
105,16,21,N,2,4,13,20,110.5,157.8
97,16,21,N,2,4,13,21,106,108.2
153,24,1,Q,2,4,13,22,92.1,82
65,6,7,L,2,4,13,23,119.9,151.6
73,6,7,L,2,4,13,24,92.5,99.1
110,16,21,N,2,5,13,25,108,131.3
136,15,6,O,2,5,13,26,105.2,122.6
41,23,13,K,2,5,13,27,127.3,226.4
48,0,0,KP,2,5,13,28,91.2,77.4
97,16,21,N,2,5,13,29,70.8,25.1
37,0,0,JP,2,5,13,30,117.5,108.9
104,16,21,N,2,6,13,31,97.8,78.6
105,16,21,N,2,6,13,32,110.9,123.6
filler,0,0,,2,6,13,33,,
164,0,0,SP,2,6,13,34,100.7,51.4
41,23,13,K,2,6,13,35,112.1,160.1
filler,0,0,,2,6,13,36,,
35,20,23,J,2,7,13,37,91.7,59.7
149,24,1,Q,2,7,13,38,114.6,122.1
141,17,9,P,2,7,13,39,117.1,148.1
103,16,21,N,2,7,13,40,110.5,151.7
50,6,7,L,2,7,13,41,90.8,59.2
filler,0,0,,2,7,13,42,,
156,24,1,Q,2,8,13,43,104.8,97.4
123,16,21,N,2,8,13,44,122.8,142.6
64,6,7,L,2,8,13,45,108,69.7
103,16,21,N,2,8,13,46,118.3,137.5
filler,0,0,,2,8,13,47,,
164,0,0,SP,2,8,13,48,117.5,136.6
82,16,21,N,2,1,14,1,90,62
filler,0,0,,2,1,14,2,,
36,0,0,JP,2,1,14,3,112.6,125.4
filler,0,0,,2,1,14,4,,
84,16,21,N,2,1,14,5,107.2,99.6
filler,0,0,,2,1,14,6,,
77,6,7,L,2,2,14,7,111.7,103.7
149,24,1,Q,2,2,14,8,103.5,87.4
48,0,0,KP,2,2,14,9,105.6,89
115,16,21,N,2,2,14,10,65,23.4
34,20,23,J,2,2,14,11,106,139.9
filler,0,0,,2,2,14,12,,
50,6,7,L,2,3,14,13,118.3,125.9
filler,0,0,,2,3,14,14,,
63,6,7,L,2,3,14,15,115.8,152.7
53,6,7,L,2,3,14,16,98.6,100.9
filler,0,0,,2,3,14,17,,
49,6,7,L,2,3,14,18,104.8,111.9
110,16,21,N,2,4,14,19,84.7,68.5
162,17,15,R,2,4,14,20,83.1,60.7
111,16,21,N,2,4,14,21,98.6,91.9
112,16,21,N,2,4,14,22,92.5,67.2
136,15,6,O,2,4,14,23,101.5,73.4
59,6,7,L,2,4,14,24,105.6,156.8
162,17,15,R,2,5,14,25,88.8,99.5
108,16,21,N,2,5,14,26,81.4,39.7
153,24,1,Q,2,5,14,27,109.3,127.2
164,0,0,SP,2,5,14,28,85.5,34
106,16,21,N,2,5,14,29,97.4,95.2
filler,0,0,,2,5,14,30,,
162,17,15,R,2,6,14,31,89.2,104.4
59,6,7,L,2,6,14,32,119.5,157.4
37,0,0,JP,2,6,14,33,109.7,83.3
71,6,7,L,2,6,14,34,119.9,139.4
122,16,21,N,2,6,14,35,94.1,57.8
52,6,7,L,2,6,14,36,103.5,91.8
128,0,0,NP,2,7,14,37,56.4,18.1
121,16,21,N,2,7,14,38,89.2,55
130,0,0,NP,2,7,14,39,93.3,91.3
55,6,7,L,2,7,14,40,94.1,92
158,17,15,R,2,7,14,41,88.8,79.2
164,0,0,SP,2,7,14,42,108,142.6
filler,0,0,,2,8,14,43,,
34,20,23,J,2,8,14,44,101.1,133.5
filler,0,0,,2,8,14,45,,
71,6,7,L,2,8,14,46,98.2,124.7
54,6,7,L,2,8,14,47,107.6,120.1
89,16,21,N,2,8,14,48,119.5,184
122,16,21,N,2,1,15,1,95.8,85.1
114,16,21,N,2,1,15,2,85.5,72.7
136,15,6,O,2,1,15,3,89.6,79.9
83,16,21,N,2,1,15,4,80.6,52.9
64,6,7,L,2,1,15,5,102.3,119.3
79,16,21,N,2,1,15,6,87.2,60.2
107,16,21,N,2,2,15,7,117.1,154.3
filler,0,0,,2,2,15,8,,
