tree,female,male,cross,site,rep,col,row,HT05,VOL05
42,23,13,K,3,3,3,17,41.2,-2.5
103,16,21,N,3,3,3,18,88.3,101.9
filler,0,0,,3,4,3,19,,
88,16,21,N,3,4,3,20,91.1,53.2
131,0,0,NP,3,4,3,21,113.2,181
70,6,7,L,3,4,3,22,104.9,95.2
74,6,7,L,3,4,3,23,99.9,96.5
117,16,21,N,3,4,3,24,93.8,58.8
75,6,7,L,3,5,3,25,110.5,117.1
108,16,21,N,3,5,3,26,110.5,105.3
118,16,21,N,3,5,3,27,113.2,96.2
62,6,7,L,3,5,3,28,107.7,97.4
81,16,21,N,3,5,3,29,103.3,128.3
120,16,21,N,3,5,3,30,106.6,138.2
61,6,7,L,3,6,3,31,91.1,84.2
46,23,13,K,3,6,3,32,104.9,112
filler,0,0,,3,6,3,33,,
120,16,21,N,3,6,3,34,108.3,103.5
filler,0,0,,3,6,3,35,,
79,16,21,N,3,6,3,36,107.7,103
55,6,7,L,3,7,3,37,102.2,109.5
filler,0,0,,3,7,3,38,,
filler,0,0,,3,7,3,39,,
121,16,21,N,3,7,3,40,106.6,96.5
filler,0,0,,3,7,3,41,,
46,23,13,K,3,7,3,42,93.8,101.8
65,6,7,L,3,8,3,43,110.5,105.3
filler,0,0,,3,8,3,44,,
144,17,9,P,3,8,3,45,,
125,16,21,N,3,8,3,46,106.6,107.8
145,24,1,Q,3,8,3,47,97.2,40.7
135,0,0,NP,3,8,3,48,93.8,76.7
74,6,7,L,3,1,4,1,82.8,52.5
filler,0,0,,3,1,4,2,,
55,6,7,L,3,1,4,3,104.9,100.7
115,16,21,N,3,1,4,4,41.2,-2.5
116,16,21,N,3,1,4,5,107.7,146
54,6,7,L,3,1,4,6,102.2,109.5
92,16,21,N,3,2,4,7,102.2,87.8
38,23,13,K,3,2,4,8,110.5,129.5
58,6,7,L,3,2,4,9,118.8,144.7
91,16,21,N,3,2,4,10,107.7,146
103,16,21,N,3,2,4,11,110.5,83.4
filler,0,0,,3,2,4,12,,
96,16,21,N,3,3,4,13,102.2,121.1
38,23,13,K,3,3,4,14,92.7,111.7
122,16,21,N,3,3,4,15,46.7,-0.4
filler,0,0,,3,3,4,16,,
62,6,7,L,3,3,4,17,110.5,162.9
93,16,21,N,3,3,4,18,96.6,145.7
43,23,13,K,3,4,4,19,121.6,208.3
35,20,23,J,3,4,4,20,107.7,159.5
80,16,21,N,3,4,4,21,80,36.7
92,16,21,N,3,4,4,22,103.8,94.3
150,24,1,Q,3,4,4,23,77.2,56.8
71,6,7,L,3,4,4,24,93.3,71.7
111,16,21,N,3,5,4,25,110.5,105.3
104,16,21,N,3,5,4,26,113.2,107.6
127,0,0,NP,3,5,4,27,110.5,105.3
filler,0,0,,3,5,4,28,,
filler,0,0,,3,5,4,29,,
filler,0,0,,3,5,4,30,,
162,17,15,R,3,6,4,31,96.6,121.3
55,6,7,L,3,6,4,32,108.8,115.6
43,23,13,K,3,6,4,33,116,141.8
111,16,21,N,3,6,4,34,92.2,62.1
filler,0,0,,3,6,4,35,,
100,16,21,N,3,6,4,36,121.6,140.7
146,24,1,Q,3,7,4,37,107.7,126.7
153,24,1,Q,3,7,4,38,98.8,117.8
95,16,21,N,3,7,4,39,93.8,72
52,6,7,L,3,7,4,40,102.2,87.8
85,16,21,N,3,7,4,41,107.7,103
filler,0,0,,3,7,4,42,,
49,6,7,L,3,8,4,43,94.4,55
120,16,21,N,3,8,4,44,88.3,63.9
118,16,21,N,3,8,4,45,77.2,42.2
156,24,1,Q,3,8,4,46,107.7,97.4
106,16,21,N,3,8,4,47,95,87.3
filler,0,0,,3,8,4,48,,
93,16,21,N,3,1,5,1,116,162.6
87,16,21,N,3,1,5,2,85.5,32.5
35,20,23,J,3,1,5,3,112.7,125.4
47,23,13,K,3,1,5,4,107.7,120.6
filler,0,0,,3,1,5,5,,
62,6,7,L,3,1,5,6,109.4,147.9
153,24,1,Q,3,2,5,7,107.7,114.6
52,6,7,L,3,2,5,8,81.1,47.8
99,16,21,N,3,2,5,9,121.6,147.6
125,16,21,N,3,2,5,10,102.2,82.7
filler,0,0,,3,2,5,11,,
34,20,23,J,3,2,5,12,93.8,86.4
filler,0,0,,3,3,5,13,,
145,24,1,Q,3,3,5,14,90.5,41.5
75,6,7,L,3,3,5,15,102.2,152.6
filler,0,0,,3,3,5,16,,
88,16,21,N,3,3,5,17,,
53,6,7,L,3,3,5,18,95,77.5
97,16,21,N,3,4,5,19,107.7,139.4
56,6,7,L,3,4,5,20,106.6,113.6
132,0,0,NP,3,4,5,21,106.6,102.1
filler,0,0,,3,4,5,22,,
54,6,7,L,3,4,5,23,86.6,139.2
110,16,21,N,3,4,5,24,102.2,115.3
65,6,7,L,3,5,5,25,127.1,160.7
89,16,21,N,3,5,5,26,91.1,53.2
97,16,21,N,3,5,5,27,,
92,16,21,N,3,5,5,28,99.4,106.9
153,24,1,Q,3,5,5,29,107.7,120.6
56,6,7,L,3,5,5,30,80,18.9
55,6,7,L,3,6,5,31,110.5,149.1
87,16,21,N,3,6,5,32,101.6,63.3
filler,0,0,,3,6,5,33,,
81,16,21,N,3,6,5,34,77.2,13.1
105,16,21,N,3,6,5,35,107.7,92
74,6,7,L,3,6,5,36,106.6,125.6
99,16,21,N,3,7,5,37,107.1,126.2
108,16,21,N,3,7,5,38,103.3,122.3
72,6,7,L,3,7,5,39,91.1,70.2
115,16,21,N,3,7,5,40,104.9,106.3
60,6,7,L,3,7,5,41,103.3,55.4
filler,0,0,,3,7,5,42,,
27,7,24,A,3,8,5,43,97.2,48.3
filler,0,0,,3,8,5,44,,
93,16,21,N,3,8,5,45,96.1,78.3
52,6,7,L,3,8,5,46,81.1,44.1
96,16,21,N,3,8,5,47,82.8,41.4
148,24,1,Q,3,8,5,48,83.9,49.3
135,0,0,NP,3,1,6,1,19,-12.9
164,0,0,SP,3,1,6,2,107.7,126.7
filler,0,0,,3,1,6,3,,
61,6,7,L,3,1,6,4,101,114.2
32,6,0,G,3,1,6,5,90,83.3
97,16,21,N,3,1,6,6,96.6,73.9
141,17,9,P,3,2,6,7,90.5,88.6
filler,0,0,,3,2,6,8,,
65,6,7,L,3,2,6,9,124.3,136.6
filler,0,0,,3,2,6,10,,
144,17,9,P,3,2,6,11,88.3,63.9
49,6,7,L,3,2,6,12,102.2,63.6
127,0,0,NP,3,3,6,13,116,148.6
139,15,6,O,3,3,6,14,127.1,183.6
114,16,21,N,3,3,6,15,41.2,-4.8
39,23,13,K,3,3,6,16,,
filler,0,0,,3,3,6,17,,
47,23,13,K,3,3,6,18,102.2,103.9
filler,0,0,,3,4,6,19,,
59,6,7,L,3,4,6,20,101.6,114.7
101,16,21,N,3,4,6,21,116,135.1
147,24,1,Q,3,4,6,22,107.7,159.5
107,16,21,N,3,4,6,23,99.9,86.1
filler,0,0,,3,4,6,24,,
53,6,7,L,3,5,6,25,99.4,75.8
filler,0,0,,3,5,6,26,,
115,16,21,N,3,5,6,27,114.9,168.5
145,24,1,Q,3,5,6,28,101.6,63.3
72,6,7,L,3,5,6,29,84.4,57.4
77,6,7,L,3,5,6,30,118.8,204.3
126,16,21,N,3,6,6,31,104.9,117.9
filler,0,0,,3,6,6,32,,
58,6,7,L,3,6,6,33,106.6,91.1
filler,0,0,,3,6,6,34,,
129,0,0,NP,3,6,6,35,101,63
60,6,7,L,3,6,6,36,102.2,93
26,7,24,A,3,7,6,37,99.4,80.7
127,0,0,NP,3,7,6,38,96.6,64.8
filler,0,0,,3,7,6,39,,
160,17,15,R,3,7,6,40,106.6,113.6
112,16,21,N,3,7,6,41,95.5,77.9
31,22,19,C,3,7,6,42,102.2,109.5
60,6,7,L,3,8,6,43,56.1,16.4
35,20,23,J,3,8,6,44,96.1,88.1
141,17,9,P,3,8,6,45,96.6,104.4
71,6,7,L,3,8,6,46,90,83.3
94,16,21,N,3,8,6,47,85.5,46.4
44,23,13,K,3,8,6,48,,
149,24,1,Q,3,1,7,1,114.9,154.2
filler,0,0,,3,1,7,2,,
63,6,7,L,3,1,7,3,102.2,68.2
filler,0,0,,3,1,7,4,,
111,16,21,N,3,1,7,5,101,92.1
129,0,0,NP,3,1,7,6,,
filler,0,0,,3,2,7,7,,
41,23,13,K,3,2,7,8,107.7,146
filler,0,0,,3,2,7,9,,
134,0,0,NP,3,2,7,10,110.5,135.9
164,0,0,SP,3,2,7,11,107.7,146
61,6,7,L,3,2,7,12,101,86.9
filler,0,0,,3,3,7,13,,
143,17,9,P,3,3,7,14,79.4,66.4
filler,0,0,,3,3,7,15,,
filler,0,0,,3,3,7,16,,
131,0,0,NP,3,3,7,17,107.7,120.6
105,16,21,N,3,3,7,18,103.8,99.8
100,16,21,N,3,4,7,19,102.2,87.8
87,16,21,N,3,4,7,20,102.2,115.3
142,17,9,P,3,4,7,21,90.5,83.7
39,23,13,K,3,4,7,22,125.4,239.8
118,16,21,N,3,4,7,23,91.1,49.2
153,24,1,Q,3,4,7,24,113.2,173.6
144,17,9,P,3,5,7,25,104.9,117.9
137,15,6,O,3,5,7,26,107.7,133
filler,0,0,,3,5,7,27,,
filler,0,0,,3,5,7,28,,
60,6,7,L,3,5,7,29,104.9,79.6
152,24,1,Q,3,5,7,30,74.4,8.1
151,24,1,Q,3,6,7,31,113.2,145.5
filler,0,0,,3,6,7,32,,
66,6,7,L,3,6,7,33,85,46.1
50,6,7,L,3,6,7,34,77.2,13.1
139,15,6,O,3,6,7,35,113.2,125.9
89,16,21,N,3,6,7,36,107.7,114.6
50,6,7,L,3,7,7,37,101.6,92.6
80,16,21,N,3,7,7,38,104.9,112
filler,0,0,,3,7,7,39,,
66,6,7,L,3,7,7,40,104.9,117.9
97,16,21,N,3,7,7,41,102.2,109.5
filler,0,0,,3,7,7,42,,
73,6,7,L,3,8,7,43,87.7,55.3
filler,0,0,,3,8,7,44,,
filler,0,0,,3,8,7,45,,
100,16,21,N,3,8,7,46,83.9,38.5
46,23,13,K,3,8,7,47,77.2,35.5
101,16,21,N,3,8,7,48,54.5,5.8
filler,0,0,,3,1,8,1,,
42,23,13,K,3,1,8,2,107.1,138.8
114,16,21,N,3,1,8,3,85.5,50.2
153,24,1,Q,3,1,8,4,110.5,78.2
142,17,9,P,3,1,8,5,80,40.1
71,6,7,L,3,1,8,6,101.6,126.6
142,17,9,P,3,2,8,7,102.2,103.9
110,16,21,N,3,2,8,8,102.7,133.9
filler,0,0,,3,2,8,9,,
28,7,24,A,3,2,8,10,107.7,114.6
70,6,7,L,3,2,8,11,102.2,115.3
75,6,7,L,3,2,8,12,103.3,110.5
106,16,21,N,3,3,8,13,104.9,149.3
142,17,9,P,3,3,8,14,68.9,26
69,6,7,L,3,3,8,15,,
filler,0,0,,3,3,8,16,,
152,24,1,Q,3,3,8,17,68.9,18.1
33,8,9,H,3,3,8,18,,
38,23,13,K,3,4,8,19,107.7,139.4
filler,0,0,,3,4,8,20,,
36,0,0,JP,3,4,8,21,106.6,61.6
filler,0,0,,3,4,8,22,,
47,23,13,K,3,4,8,23,118.8,180.8
67,6,7,L,3,4,8,24,102.2,54.9
158,17,15,R,3,5,8,25,102.2,139.6
filler,0,0,,3,5,8,26,,
55,6,7,L,3,5,8,27,104.9,95.2
134,0,0,NP,3,5,8,28,107.1,114.1
71,6,7,L,3,5,8,29,77.2,45.7
84,16,21,N,3,5,8,30,112.7,211.1
149,24,1,Q,3,6,8,31,16.8,-12.3
filler,0,0,,3,6,8,32,,
64,6,7,L,3,6,8,33,99.9,-11.9
119,16,21,N,3,6,8,34,99.4,101.4
73,6,7,L,3,6,8,35,102.2,103.9
145,24,1,Q,3,6,8,36,104.9,79.6
59,6,7,L,3,7,8,37,99.4,71.1
151,24,1,Q,3,7,8,38,102.2,68.2
filler,0,0,,3,7,8,39,,
74,6,7,L,3,7,8,40,,
157,17,15,R,3,7,8,41,101.6,109
101,16,21,N,3,7,8,42,101.6,120.6
43,23,13,K,3,8,8,43,106.6,131.8
filler,0,0,,3,8,8,44,,
57,6,7,L,3,8,8,45,,
154,24,1,Q,3,8,8,46,110.5,117.1
149,24,1,Q,3,8,8,47,95,59.5
filler,0,0,,3,8,8,48,,
filler,0,0,,3,1,9,1,,
98,16,21,N,3,1,9,2,113.2,138.8
147,24,1,Q,3,1,9,3,113.2,152.3
159,17,15,R,3,1,9,4,99.9,96.5
67,6,7,L,3,1,9,5,104.9,74.7
filler,0,0,,3,1,9,6,,
filler,0,0,,3,2,9,7,,
157,17,15,R,3,2,9,8,107.7,108.7
123,16,21,N,3,2,9,9,107.7,86.7
filler,0,0,,3,2,9,10,,
filler,0,0,,3,2,9,11,,
36,0,0,JP,3,2,9,12,102.2,82.7
67,6,7,L,3,3,9,13,105.5,52.3
filler,0,0,,3,3,9,14,,
filler,0,0,,3,3,9,15,,
135,0,0,NP,3,3,9,16,63.4,9.8
157,17,15,R,3,3,9,17,107.1,210.2
136,15,6,O,3,3,9,18,,
filler,0,0,,3,4,9,19,,
90,16,21,N,3,4,9,20,121.6,140.7
72,6,7,L,3,4,9,21,107.7,146
50,6,7,L,3,4,9,22,113.2,132.3
37,0,0,JP,3,4,9,23,121.6,161.9
66,6,7,L,3,4,9,24,110.5,129.5
filler,0,0,,3,5,9,25,,
47,23,13,K,3,5,9,26,113.2,181
129,0,0,NP,3,5,9,27,103.3,104.8
43,23,13,K,3,5,9,28,118.8,237.6
filler,0,0,,3,5,9,29,,
109,16,21,N,3,5,9,30,96.6,69.3
71,6,7,L,3,6,9,31,102.2,98.4
112,16,21,N,3,6,9,32,96.1,88.1
160,17,15,R,3,6,9,33,80,62.6
67,6,7,L,3,6,9,34,92.7,50.1
filler,0,0,,3,6,9,35,,
70,6,7,L,3,6,9,36,99.9,118.9
63,6,7,L,3,7,9,37,102.2,72.9
33,8,9,H,3,7,9,38,82.8,28.3
68,6,7,L,3,7,9,39,106.6,80.7
161,17,15,R,3,7,9,40,102.2,152.6
filler,0,0,,3,7,9,41,,
164,0,0,SP,3,7,9,42,103.3,128.3
122,16,21,N,3,8,9,43,82.2,31.2
138,15,6,O,3,8,9,44,90,65
108,16,21,N,3,8,9,45,92.7,85.5
67,6,7,L,3,8,9,46,84.4,45.8
42,23,13,K,3,8,9,47,85,66
82,16,21,N,3,8,9,48,97.7,79.5
141,17,9,P,3,1,10,1,101.6,103.4
36,0,0,JP,3,1,10,2,93.8,54.7
28,7,24,A,3,1,10,3,110.5,135.9
120,16,21,N,3,1,10,4,91.1,45.4
filler,0,0,,3,1,10,5,,
140,15,6,O,3,1,10,6,116,135.1
135,0,0,NP,3,2,10,7,101,108.5
51,6,7,L,3,2,10,8,107.7,120.6
67,6,7,L,3,2,10,9,102.2,63.6
145,24,1,Q,3,2,10,10,102.7,55.2
118,16,21,N,3,2,10,11,113.2,107.6
132,0,0,NP,3,2,10,12,,
153,24,1,Q,3,3,10,13,104.9,106.3
82,16,21,N,3,3,10,14,113.2,113.6
76,6,7,L,3,3,10,15,118.8,173.3
28,7,24,A,3,3,10,16,102.2,87.8
109,16,21,N,3,3,10,17,85,49.9
filler,0,0,,3,3,10,18,,
93,16,21,N,3,4,10,19,108.8,127.9
filler,0,0,,3,4,10,20,,
82,16,21,N,3,4,10,21,116.6,122.7
45,23,13,K,3,4,10,22,104.9,89.9
52,6,7,L,3,4,10,23,106.6,85.9
filler,0,0,,3,4,10,24,,
59,6,7,L,3,5,10,25,102.2,103.9
124,16,21,N,3,5,10,26,113.2,132.3
63,6,7,L,3,5,10,27,107.7,133
110,16,21,N,3,5,10,28,118.2,187.7
filler,0,0,,3,5,10,29,,
27,7,24,A,3,5,10,30,107.7,81.5
140,15,6,O,3,6,10,31,141,218.3
54,6,7,L,3,6,10,32,95,68.2
157,17,15,R,3,6,10,33,102.2,82.7
filler,0,0,,3,6,10,34,,
76,6,7,L,3,6,10,35,82.2,28.1
101,16,21,N,3,6,10,36,62.2,9.5
105,16,21,N,3,7,10,37,102.2,98.4
131,0,0,NP,3,7,10,38,103.3,104.8
filler,0,0,,3,7,10,39,,
92,16,21,N,3,7,10,40,96.6,60.4
filler,0,0,,3,7,10,41,,
84,16,21,N,3,7,10,42,85.5,42.8
72,6,7,L,3,8,10,43,87.7,72.3
117,16,21,N,3,8,10,44,82.2,56
131,0,0,NP,3,8,10,45,85,53.7
filler,0,0,,3,8,10,46,,
filler,0,0,,3,8,10,47,,
filler,0,0,,3,8,10,48,,
148,24,1,Q,3,1,11,1,101,92.1
152,24,1,Q,3,1,11,2,76.1,28.8
68,6,7,L,3,1,11,3,104.9,117.9
filler,0,0,,3,1,11,4,,
filler,0,0,,3,1,11,5,,
160,17,15,R,3,1,11,6,102.2,103.9
filler,0,0,,3,2,11,7,,
31,22,19,C,3,2,11,8,88.9,52
42,23,13,K,3,2,11,9,103.8,105.3
120,16,21,N,3,2,11,10,107.7,86.7
filler,0,0,,3,2,11,11,,
117,16,21,N,3,2,11,12,116.6,149.2
filler,0,0,,3,3,11,13,,
filler,0,0,,3,3,11,14,,
filler,0,0,,3,3,11,15,,
164,0,0,SP,3,3,11,16,113.2,173.6
111,16,21,N,3,3,11,17,104.9,106.3
90,16,21,N,3,3,11,18,110.5,162.9
filler,0,0,,3,4,11,19,,
103,16,21,N,3,4,11,20,107.7,120.6
28,7,24,A,3,4,11,21,102.2,93
filler,0,0,,3,4,11,22,,
115,16,21,N,3,4,11,23,,
108,16,21,N,3,4,11,24,102.2,87.8
163,8,14,S,3,5,11,25,78.9,29.9
164,0,0,SP,3,5,11,26,118.2,158
filler,0,0,,3,5,11,27,,
93,16,21,N,3,5,11,28,101.6,82.3
126,16,21,N,3,5,11,29,118.8,144.7
161,17,15,R,3,5,11,30,107.7,152.7
128,0,0,NP,3,6,11,31,80,62.6
72,6,7,L,3,6,11,32,107.7,152.7
filler,0,0,,3,6,11,33,,
filler,0,0,,3,6,11,34,,
82,16,21,N,3,6,11,35,96.6,60.4
98,16,21,N,3,6,11,36,79.4,50.5
36,0,0,JP,3,7,11,37,103.3,68.9
filler,0,0,,3,7,11,38,,
117,16,21,N,3,7,11,39,55,25.6
filler,0,0,,3,7,11,40,,
44,23,13,K,3,7,11,41,,
65,6,7,L,3,7,11,42,107.7,103
160,17,15,R,3,8,11,43,88.9,77.7
134,0,0,NP,3,8,11,44,82.2,44.7
filler,0,0,,3,8,11,45,,
158,17,15,R,3,8,11,46,77.8,57.2
159,17,15,R,3,8,11,47,96.1,69
47,23,13,K,3,8,11,48,102.2,93
100,16,21,N,3,1,12,1,107.7,139.4
filler,0,0,,3,1,12,2,,
131,0,0,NP,3,1,12,3,102.2,109.5
77,6,7,L,3,1,12,4,99.9,53.8
filler,0,0,,3,1,12,5,,
81,16,21,N,3,1,12,6,100.5,97
filler,0,0,,3,2,12,7,,
62,6,7,L,3,2,12,8,107.7,120.6
filler,0,0,,3,2,12,9,,
filler,0,0,,3,2,12,10,,
filler,0,0,,3,2,12,11,,
74,6,7,L,3,2,12,12,41.2,-4.8
144,17,9,P,3,3,12,13,91.1,57.2
filler,0,0,,3,3,12,14,,
148,24,1,Q,3,3,12,15,116,87.2
45,23,13,K,3,3,12,16,129.9,195.1
25,7,24,A,3,3,12,17,118.8,165.9
119,16,21,N,3,3,12,18,104.9,89.9
filler,0,0,,3,4,12,19,,
161,17,15,R,3,4,12,20,96.1,103.9
130,0,0,NP,3,4,12,21,,
60,6,7,L,3,4,12,22,107.7,114.6
123,16,21,N,3,4,12,23,113.2,220.1
61,6,7,L,3,4,12,24,102.2,77.7
116,16,21,N,3,5,12,25,127.1,175.8
filler,0,0,,3,5,12,26,,
filler,0,0,,3,5,12,27,,
113,16,21,N,3,5,12,28,102.2,54.9
148,24,1,Q,3,5,12,29,102.2,63.6
filler,0,0,,3,5,12,30,,
90,16,21,N,3,6,12,31,102.2,98.4
133,0,0,NP,3,6,12,32,25.7,-11.1
39,23,13,K,3,6,12,33,85,61.8
filler,0,0,,3,6,12,34,,
116,16,21,N,3,6,12,35,102.2,98.4
134,0,0,NP,3,6,12,36,85,49.9
140,15,6,O,3,7,12,37,107.7,108.7
filler,0,0,,3,7,12,38,,
39,23,13,K,3,7,12,39,,
120,16,21,N,3,7,12,40,86.6,54.7
55,6,7,L,3,7,12,41,102.2,87.8
100,16,21,N,3,7,12,42,104.9,89.9
filler,0,0,,3,8,12,43,,
70,6,7,L,3,8,12,44,93.8,130.1
56,6,7,L,3,8,12,45,87.7,40.2
152,24,1,Q,3,8,12,46,74.4,25.3
filler,0,0,,3,8,12,47,,
filler,0,0,,3,8,12,48,,
filler,0,0,,3,1,13,1,,
75,6,7,L,3,1,13,2,110.5,123.3
filler,0,0,,3,1,13,3,,
66,6,7,L,3,1,13,4,104.9,106.3
51,6,7,L,3,1,13,5,106,119
59,6,7,L,3,1,13,6,102.2,121.1
73,6,7,L,3,2,13,7,105.5,101.2
30,7,24,A,3,2,13,8,105.5,112.6
filler,0,0,,3,2,13,9,,
69,6,7,L,3,2,13,10,110.5,105.3
76,6,7,L,3,2,13,11,104.4,117.4
47,23,13,K,3,2,13,12,113.2,166.4
97,16,21,N,3,3,13,13,116,169.8
149,24,1,Q,3,3,13,14,102.2,68.2
41,23,13,K,3,3,13,15,113.2,166.4
43,23,13,K,3,3,13,16,138.2,223.4
filler,0,0,,3,3,13,17,,
filler,0,0,,3,3,13,18,,
139,15,6,O,3,4,13,19,116,162.6
filler,0,0,,3,4,13,20,,
64,6,7,L,3,4,13,21,118.8,173.3
filler,0,0,,3,4,13,22,,
151,24,1,Q,3,4,13,23,114.4,133.4
75,6,7,L,3,4,13,24,107.1,108.2
48,0,0,KP,3,5,13,25,102.2,109.5
90,16,21,N,3,5,13,26,102.2,93
151,24,1,Q,3,5,13,27,118.8,173.3
52,6,7,L,3,5,13,28,101.6,92.6
67,6,7,L,3,5,13,29,116,92.6
filler,0,0,,3,5,13,30,,
115,16,21,N,3,6,13,31,107.7,146
filler,0,0,,3,6,13,32,,
53,6,7,L,3,6,13,33,94.4,59.2
filler,0,0,,3,6,13,34,,
91,16,21,N,3,6,13,35,102.2,87.8
161,17,15,R,3,6,13,36,90,56.6
43,23,13,K,3,7,13,37,104.4,100.2
filler,0,0,,3,7,13,38,,
filler,0,0,,3,7,13,39,,
57,6,7,L,3,7,13,40,,
filler,0,0,,3,7,13,41,,
30,7,24,A,3,7,13,42,96.6,78.7
38,23,13,K,3,8,13,43,80,50.9
123,16,21,N,3,8,13,44,110.5,123.3
34,20,23,J,3,8,13,45,102.2,109.5
129,0,0,NP,3,8,13,46,88.9,52
127,0,0,NP,3,8,13,47,77.2,45.7
30,7,24,A,3,8,13,48,102.2,109.5
108,16,21,N,3,1,14,1,102.2,139.6
162,17,15,R,3,1,14,2,99.4,112.6
filler,0,0,,3,1,14,3,,
39,23,13,K,3,1,14,4,99.9,118.9
filler,0,0,,3,1,14,5,,
30,7,24,A,3,1,14,6,102.2,82.7
162,17,15,R,3,2,14,7,98.3,111.5
54,6,7,L,3,2,14,8,107.1,145.3
filler,0,0,,3,2,14,9,,
116,16,21,N,3,2,14,10,107.7,97.4
35,20,23,J,3,2,14,11,101,171.5
127,0,0,NP,3,2,14,12,116,208.2
64,6,7,L,3,3,14,13,116,71.6
63,6,7,L,3,3,14,14,118.8,158.7
52,6,7,L,3,3,14,15,113.2,119.7
140,15,6,O,3,3,14,16,135.4,169.9
110,16,21,N,3,3,14,17,110.5,142.5
filler,0,0,,3,3,14,18,,
114,16,21,N,3,4,14,19,95.5,92.8
160,17,15,R,3,4,14,20,99.4,101.4
89,16,21,N,3,4,14,21,113.2,152.3
163,8,14,S,3,4,14,22,,
135,0,0,NP,3,4,14,23,95.5,132
111,16,21,N,3,4,14,24,106.6,113.6
122,16,21,N,3,5,14,25,101.6,103.4
64,6,7,L,3,5,14,26,117.7,164.6
33,8,9,H,3,5,14,27,46.7,-9
filler,0,0,,3,5,14,28,,
114,16,21,N,3,5,14,29,116,128.6
38,23,13,K,3,5,14,30,107.1,108.2
filler,0,0,,3,6,14,31,,
155,24,1,Q,3,6,14,32,102.2,63.6
109,16,21,N,3,6,14,33,74.4,19.8
filler,0,0,,3,6,14,34,,
159,17,15,R,3,6,14,35,102.2,121.1
48,0,0,KP,3,6,14,36,90.5,83.7
148,24,1,Q,3,7,14,37,99.4,49.4
124,16,21,N,3,7,14,38,90.5,104
61,6,7,L,3,7,14,39,80,11.4
154,24,1,Q,3,7,14,40,107.1,132.4
54,6,7,L,3,7,14,41,82.8,64.5
114,16,21,N,3,7,14,42,96.6,83.6
filler,0,0,,3,8,14,43,,
92,16,21,N,3,8,14,44,,
115,16,21,N,3,8,14,45,76.7,26.1
75,6,7,L,3,8,14,46,96.1,64.5
91,16,21,N,3,8,14,47,84.4,45.8
filler,0,0,,3,8,14,48,,
filler,0,0,,3,1,15,1,,
101,16,21,N,3,1,15,2,98.3,65.8
37,0,0,JP,3,1,15,3,107.7,97.4
48,0,0,KP,3,1,15,4,87.7,72.3
60,6,7,L,3,1,15,5,108.8,98.3
34,20,23,J,3,1,15,6,112.1,179.5
72,6,7,L,3,2,15,7,106.6,158.1
121,16,21,N,3,2,15,8,93.8,130.1
39,23,13,K,3,2,15,9,107.7,139.4
94,16,21,N,3,2,15,10,,
160,17,15,R,3,2,15,11,118.8,158.7
60,6,7,L,3,2,15,12,107.7,103
85,16,21,N,3,3,15,13,118.8,144.7
129,0,0,NP,3,3,15,14,102.2,93
141,17,9,P,3,3,15,15,107.7,126.7
34,20,23,J,3,3,15,16,116,110
79,16,21,N,3,3,15,17,82.8,64.5
108,16,21,N,3,3,15,18,119.9,152.8
48,0,0,KP,3,4,15,19,72.2,24.5
53,6,7,L,3,4,15,20,101.6,87.4
filler,0,0,,3,4,15,21,,
filler,0,0,,3,4,15,22,,
46,23,13,K,3,4,15,23,102.2,127.2
96,16,21,N,3,4,15,24,110.5,99.6
filler,0,0,,3,5,15,25,,
147,24,1,Q,3,5,15,26,124.3,188
87,16,21,N,3,5,15,27,103.3,93.9
131,0,0,NP,3,5,15,28,118.8,180.8
filler,0,0,,3,5,15,29,,
125,16,21,N,3,5,15,30,101.6,67.8
127,0,0,NP,3,6,15,31,102.2,93
154,24,1,Q,3,6,15,32,116,122.2
141,17,9,P,3,6,15,33,91.6,84.6
56,6,7,L,3,6,15,34,97.2,48.3
118,16,21,N,3,6,15,35,102.2,87.8
80,16,21,N,3,6,15,36,91.1,74.7
122,16,21,N,3,7,15,37,101,97.4
87,16,21,N,3,7,15,38,101.6,77.3
79,16,21,N,3,7,15,39,97.7,70
filler,0,0,,3,7,15,40,,
163,8,14,S,3,7,15,41,66.1,22.3
125,16,21,N,3,7,15,42,102.2,87.8
105,16,21,N,3,8,15,43,104.9,100.7
151,24,1,Q,3,8,15,44,90.5,69.8
81,16,21,N,3,8,15,45,79.4,43.3
53,6,7,L,3,8,15,46,91.1,45.4
filler,0,0,,3,8,15,47,,
126,16,21,N,3,8,15,48,101.6,82.3
99,16,21,N,3,1,16,1,113.2,125.9
76,6,7,L,3,1,16,2,107.7,166.4
92,16,21,N,3,1,16,3,93.8,81.5
filler,0,0,,3,1,16,4,,
filler,0,0,,3,1,16,5,,
83,16,21,N,3,1,16,6,90.5,52.9
159,17,15,R,3,2,16,7,107.7,139.4
112,16,21,N,3,2,16,8,94.4,63.5
80,16,21,N,3,2,16,9,107.7,114.6
108,16,21,N,3,2,16,10,118.8,173.3
filler,0,0,,3,2,16,11,,
32,6,0,G,3,2,16,12,104.9,169.8
70,6,7,L,3,3,16,13,118.8,173.3
133,0,0,NP,3,3,16,14,107.7,133
72,6,7,L,3,3,16,15,110.5,129.5
filler,0,0,,3,3,16,16,,
115,16,21,N,3,3,16,17,90,69.4
48,0,0,KP,3,3,16,18,88.3,82
41,23,13,K,3,4,16,19,107.7,188.2
